,PLAYER,TEAM,GP,MPG,BLK,PF,BLKPG,BLKP40M,BLK/PF,RK,Year
1,"William Mosley, C",NWST,32,29.5,126,83,3.94,5.34,1.52,2,2012
2,"Damian Eargle, F",YSU,31,31.4,116,81,3.74,4.77,1.43,3,2012
3,"C.J. Aiken, C",JOES,33,31.5,119,47,3.61,4.58,2.53,4,2012
4,"Eric Buckner, F",GAST,32,30.7,109,92,3.41,4.44,1.18,5,2012
5,"Darrius Garrett, F-C",RICH,32,25.6,107,77,3.34,5.23,1.39,6,2012
6,"Jeff Withey, C",KU,33,24.2,109,84,3.30,5.47,1.30,7,2012
7,"Gorgui Dieng, C",LOU,35,32.5,111,119,3.17,3.91,0.93,8,2012
8,"Alec Brown, F",GB,30,31.3,89,81,2.97,3.80,1.10,9,2012
9,"John Henson, F",UNC,32,29.0,94,52,2.94,4.05,1.81,10,2012
10,"Jamelle Hagins, F",DEL,31,31.1,91,103,2.94,3.78,0.88,11,2012
11,"Fab Melo, C",SYR,30,25.4,88,85,2.93,4.61,1.04,12,2012
12,"Zeke Marshall, C",AKR,33,26.1,94,93,2.85,4.37,1.01,13,2012
13,"Kyle O'Quinn, C",NORF,34,31.3,91,110,2.68,3.42,0.83,14,2012
14,"Andre Drummond, C",CONN,33,28.5,88,70,2.67,3.74,1.26,15,2012
15,"Javier Carter, F",USA,27,23.6,72,54,2.67,4.51,1.33,16,2012
16,"Peter Roberson, C",GRAM,28,28.8,72,76,2.57,3.58,0.95,17,2012
17,"Danny Agbelese, F",HAMP,33,22.4,83,80,2.52,4.50,1.04,18,2012
18,"Marques Oliver, F",DSU,29,31.0,72,97,2.48,3.20,0.74,19,2012
19,"Rhamel Brown, F",MAN,32,18.8,79,88,2.47,5.26,0.90,20,2012
20,"Daniel Miller, C",GT,31,30.0,75,52,2.42,3.23,1.44,21,2012
21,"Robert Nwankwo, F",TOWS,32,33.0,77,71,2.41,2.92,1.08,22,2012
22,"Kadeem Coleby, C",ULL,30,24.6,72,76,2.40,3.90,0.95,23,2012
23,"Kervin Bristol, F",FOR,29,25.4,69,97,2.38,3.74,0.71,24,2012
24,"Dario Hunt, F",NEV,32,32.7,76,88,2.38,2.91,0.86,25,2012
25,"Jordan Henriquez, F",KSU,30,19.5,71,71,2.37,4.86,1.00,26,2012
26,"Daniel Coursey, F",MER,33,19.7,78,89,2.36,4.80,0.88,27,2012
27,"Cameron Moore, F",UAB,31,35.8,73,63,2.35,2.63,1.16,28,2012
28,"Eric Griffin, F",CAMP,31,30.3,73,100,2.35,3.11,0.73,29,2012
29,"Chris Udofia, F",DEN,31,29.9,72,97,2.32,3.10,0.74,30,2012
30,"Mitchell Watt, F",BUFF,29,30.0,67,84,2.31,3.08,0.80,31,2012
31,"Bernard James, F",FSU,33,27.7,76,62,2.30,3.33,1.23,32,2012
32,"Damontre Harris, F",SC,31,25.9,71,86,2.29,3.54,0.83,33,2012
33,"Greg Mangano, F",YALE,28,32.0,64,74,2.29,2.86,0.86,34,2012
34,"Yannick Crowder, F",FAMU,31,26.5,70,76,2.26,3.40,0.92,35,2012
35,"Kenny Gabriel, F",AUB,32,31.6,72,92,2.25,2.85,0.78,36,2012
36,"Hunter Mickelson, F",ARK,32,17.1,72,72,2.25,5.26,1.00,37,2012
37,"LaMarcus Lowe, F-C",DET,34,22.6,76,109,2.24,3.95,0.70,38,2012
38,"Mike Allison, F-C",MAINE,22,26.1,49,65,2.23,3.41,0.75,39,2012
39,"Adam Kemp, F",MRST,32,28.8,70,100,2.19,3.04,0.70,40,2012
40,"Reginald Buckner, F",MISS,31,27.5,67,99,2.16,3.15,0.68,41,2012
41,"TaShawn Thomas, F",HOU,30,28.2,64,55,2.13,3.02,1.16,42,2012
42,"Tim Owens, F",TROY,28,21.7,58,74,2.07,3.82,0.78,43,2012
43,"Andrew Nicholson, F",SBON,31,30.1,61,87,1.97,2.62,0.70,44,2012
44,"Omar Sanders, F",SCST,27,27.3,53,55,1.96,2.88,0.96,45,2012
45,"Ryan Olander, C",FAIR,33,26.8,64,98,1.94,2.90,0.65,46,2012
46,"Mike Morrison, F",GMU,33,26.8,64,98,1.94,2.90,0.65,47,2012
47,"Quinton Doggett, F",SOU,31,32.4,60,80,1.94,2.39,0.75,48,2012
48,"Carson Desrosiers, F",WAKE,31,21.6,60,77,1.94,3.58,0.78,49,2012
49,"Quincy Acy, F",BAY,34,29.9,65,104,1.91,2.56,0.63,50,2012
50,"Jyles Smith, F",SAV,32,19.7,61,90,1.91,3.88,0.68,51,2012
51,"B.J. Shearry, F",UCRV,29,24.5,55,84,1.90,3.10,0.65,52,2012
52,"Erik Copes, C",GMU,27,15.0,51,62,1.89,5.04,0.82,53,2012
53,"Andre Roberson, F",COLO,34,29.8,64,81,1.88,2.52,0.79,54,2012
54,"Meyers Leonard, C",ILL,32,31.8,60,94,1.88,2.36,0.64,55,2012
55,"Osas Ebomwonyi, F",LAM,34,12.4,63,57,1.85,6.00,1.11,56,2012
56,"Demarquelle Tabb, G",AAMU,27,29.3,50,82,1.85,2.53,0.61,57,2012
57,"Eric Moreland, F",ORST,33,19.8,61,85,1.85,3.74,0.72,58,2012
58,"Keith Clanton, F",UCF,32,33.2,59,88,1.84,2.22,0.67,59,2012
59,"Orion Outerbridge, F",URI,31,30.3,57,69,1.84,2.43,0.83,60,2012
60,"Michale Kyser, F",LT,33,13.5,60,60,1.82,5.39,1.00,61,2012
61,"Terrence Jones, F",UK,32,28.8,58,74,1.81,2.52,0.78,62,2012
62,"Valdélicio Joaquim, C",HAW,32,30.6,58,98,1.81,2.37,0.59,63,2012
63,"Will Davis II, F",UCI,31,21.5,55,52,1.77,3.30,1.06,64,2012
64,"Kodi Maduka, F",TLSA,30,22.7,53,89,1.77,3.12,0.60,65,2012
65,"Jordan Reves, C",UTA,32,23.9,56,89,1.75,2.92,0.63,66,2012
66,"Philip Jurick, C",OKST,27,16.5,47,73,1.74,4.22,0.64,67,2012
67,"Shonn Miller, F",COR,28,25.0,48,81,1.71,2.74,0.59,68,2012
68,"Kenny Kadji, F-C",MIA,30,28.4,51,68,1.70,2.39,0.75,69,2012
69,"Halil Kanacevic, C",JOES,33,28.0,56,121,1.70,2.43,0.46,70,2012
70,"Jake Cohen, F",DAV,32,24.6,54,98,1.69,2.74,0.55,71,2012
71,"John Shurna, F",NW,31,37.3,52,51,1.68,1.80,1.02,72,2012
72,"Naofall Folahan, C",WAG,31,17.5,52,83,1.68,3.83,0.63,73,2012
73,"Greg Somogyi, C",UCSB,30,11.7,50,53,1.67,5.70,0.94,74,2012
74,"Eric Obeysekere, F",HC,24,18.0,40,41,1.67,3.70,0.98,75,2012
75,"Nate Maxey, C",AMCC,29,15.8,48,74,1.66,4.19,0.65,76,2012
76,"Kelvin Martin, F",CHSO,31,32.9,51,80,1.65,2.00,0.64,77,2012
77,"Omar Oraby, C",RICE,31,12.1,51,66,1.65,5.45,0.77,78,2012
78,"Chris Gaston, F",FOR,28,33.9,46,68,1.64,1.94,0.68,79,2012
79,"Ian Chiles, C",MORG,28,19.8,46,64,1.64,3.32,0.72,80,2012
80,"Tiel Daniels, F",SIU,28,24.1,46,82,1.64,2.73,0.56,81,2012
81,"Gregory Echenique, C",CREI,33,23.7,54,73,1.64,2.76,0.74,82,2012
82,"Mike Muscala, C",BUCK,33,29.6,54,78,1.64,2.21,0.69,83,2012
83,"Patrick Hazel, F",BU,32,23.5,52,64,1.63,2.77,0.81,84,2012
84,"Noah Hartsock, F",BYU,32,30.9,52,64,1.63,2.11,0.81,85,2012
85,"Justin Jackson, G",CIN,34,21.5,55,103,1.62,3.01,0.53,86,2012
86,"Herb Pope, F",HALL,31,31.2,50,94,1.61,2.07,0.53,87,2012
87,"C.J. Leslie, F",NCST,31,28.8,50,79,1.61,2.24,0.63,88,2012
88,"Jared Berggren, F-C",WIS,33,27.8,53,81,1.61,2.31,0.65,89,2012
89,"Jack Cooley, F",ND,32,28.6,51,85,1.59,2.23,0.60,90,2012
90,"Dane Miller, G-F",RUTG,32,28.8,51,71,1.59,2.21,0.72,91,2012
91,"Donte' Williams, F",UGA,32,25.9,51,106,1.59,2.46,0.48,92,2012
92,"Justin Glenn, C",LIP,31,25.0,49,106,1.58,2.53,0.46,93,2012
93,"Kyle Barone, C",IDHO,31,32.9,49,86,1.58,1.92,0.57,94,2012
94,"Mason Plumlee, F",DUKE,33,28.2,52,82,1.58,2.24,0.63,95,2012
95,"Mitchell Anderson, G",ARPB,33,29.5,52,72,1.58,2.14,0.72,96,2012
96,"Tony Woods, C",ORE,30,18.0,47,66,1.57,3.48,0.71,97,2012
97,"Jabari Edwards, F",GW,31,18.7,48,67,1.55,3.30,0.72,98,2012
98,"Tony Wroblicky, C",AMER,31,18.3,48,96,1.55,3.39,0.50,99,2012
99,"Djim Bandoumel, F",IDHO,30,25.4,46,64,1.53,2.41,0.72,100,2012
0,"Nerlens Noel, F",UK,24,31.9,106,62,4.42,5.54,1.71,1,2013
1,"Chris Obekpa, F",SJU,31,25.6,128,77,4.13,6.45,1.66,2,2013
2,"Jeff Withey, C",KU,34,30.6,129,68,3.79,4.97,1.90,3,2013
3,"Zeke Marshall, C",AKR,32,28.1,118,85,3.69,5.25,1.39,4,2013
4,"Jordan Bachynski, C",ASU,33,25.6,116,69,3.52,5.50,1.68,5,2013
5,"Chris Horton, C",PEAY,31,24.7,100,77,3.23,5.22,1.30,6,2013
6,"Fred Sturdivant, F",TXSO,31,29.5,99,80,3.19,4.32,1.24,7,2013
7,"Damian Eargle, F",YSU,30,29.6,95,89,3.17,4.28,1.07,8,2013
8,"Austin Witter, F",NCAT,35,31.1,105,100,3.00,3.85,1.05,9,2013
9,"D.J. Cunningham, C",UNCA,31,23.1,93,84,3.00,5.20,1.11,10,2013
10,"D.J. Covington, F",VMI,31,29.2,93,93,3.00,4.11,1.00,11,2013
11,"Rhamel Brown, F",MAN,32,26.5,95,102,2.97,4.48,0.93,12,2013
12,"Taylor Smith, F",SFA,31,33.6,89,71,2.87,3.41,1.25,13,2013
13,"Michale Kyser, F",LT,32,18.9,89,72,2.78,5.88,1.24,14,2013
14,"Tony Mitchell, F",UNT,32,32.4,87,93,2.72,3.36,0.94,15,2013
15,"Cheikh Mbodj, C",CIN,33,21.1,89,114,2.70,5.11,0.78,16,2013
16,"Reginald Buckner, F",MISS,34,28.4,91,113,2.68,3.76,0.81,17,2013
17,"C.J. Aiken, C",JOES,30,31.8,80,58,2.67,3.35,1.38,18,2013
18,"Javon McCrea, F",BUFF,34,30.0,89,101,2.62,3.49,0.88,19,2013
19,"Kendall Gray, C",DSU,29,23.5,75,78,2.59,4.40,0.96,20,2013
20,"Nino Johnson, F",SEMO,33,27.6,84,96,2.55,3.68,0.88,21,2013
21,"Will Davis II, F",UCI,34,24.9,86,69,2.53,4.07,1.25,22,2013
22,"Gorgui Dieng, C",LOU,27,31.7,68,65,2.52,3.18,1.05,23,2013
23,"Eric Moreland, F",ORST,29,30.7,73,70,2.52,3.28,1.04,24,2013
24,"Jyles Smith, F",SAV,33,20.4,83,96,2.52,4.93,0.86,25,2013
25,"Terell Parks, F-C",WIU,26,31.4,65,78,2.50,3.18,0.83,26,2013
26,"Du'Vaughn Maxwell, F",HAMP,31,30.3,77,105,2.48,3.28,0.73,27,2013
27,"Javier Carter, F",USA,28,24.3,69,54,2.46,4.05,1.28,28,2013
28,"D.J. Stephens, G-F",MEM,34,23.3,83,62,2.44,4.19,1.34,29,2013
29,"Mike Muscala, C",BUCK,33,31.6,80,70,2.42,3.07,1.14,30,2013
30,"Jamelle Hagins, F",DEL,33,33.1,80,97,2.42,2.93,0.82,31,2013
31,"Sim Bhullar, C",NMSU,34,24.3,82,72,2.41,3.97,1.14,32,2013
32,"Chris Udofia, F",DEN,30,30.8,71,89,2.37,3.08,0.80,33,2013
33,"Cedric Kuakumensah, F",BRWN,28,25.8,66,79,2.36,3.65,0.84,34,2013
34,"Venky Jois, F",EWU,28,32.7,66,67,2.36,2.88,0.99,35,2013
35,"Alan Williams, C",UCSB,28,28.3,64,90,2.29,3.23,0.71,36,2013
36,"Richaun Holmes, F",BGSU,32,18.8,73,66,2.28,4.85,1.11,37,2013
37,"Isaiah Armwood, F",GW,30,31.3,68,77,2.27,2.90,0.88,38,2013
38,"James Vincent, C",GAST,31,23.5,70,79,2.26,3.84,0.89,39,2013
39,"Adam Kemp, F",MRST,31,29.9,68,96,2.19,2.94,0.71,40,2013
40,"Martin Seiferth, F",EWU,31,22.9,68,66,2.19,3.83,1.03,41,2013
41,"Jordan Reves, C",UTA,32,29.4,70,91,2.19,2.98,0.77,42,2013
42,"Shaquille Duncan, F",MORG,28,25.0,61,57,2.18,3.49,1.07,43,2013
43,"Kelvin Penn, F",FAU,32,20.7,69,105,2.16,4.16,0.66,44,2013
44,"Kenyatta Smith, C",HARV,26,14.0,56,48,2.15,6.14,1.17,45,2013
45,"Dewayne Dedmon, F",USC,31,22.3,66,93,2.13,3.82,0.71,46,2013
46,"Josh Huestis, F",STAN,32,32.0,68,75,2.13,2.66,0.91,47,2013
47,"Willie Cauley-Stein, F",UK,28,23.1,59,68,2.11,3.65,0.87,48,2013
48,"Lucas Troutman, F",ELON,30,26.5,63,71,2.10,3.17,0.89,49,2013
49,"K.J. McDaniels, F",CLEM,28,27.5,58,62,2.07,3.01,0.94,50,2013
50,"Daniel Miller, C",GT,31,28.5,64,48,2.06,2.90,1.33,51,2013
51,"Jackie Carmichael, F",ILST,33,30.6,68,84,2.06,2.70,0.81,52,2013
52,"Jared Berggren, F-C",WIS,34,28.5,70,51,2.06,2.89,1.37,53,2013
53,"Nate Maxey, C",AMCC,28,15.3,57,71,2.04,5.34,0.80,54,2013
54,"Keith Clanton, F",UCF,31,35.4,63,83,2.03,2.30,0.76,55,2013
55,"Steven Adams, C",PITT,31,23.3,63,50,2.03,3.49,1.26,56,2013
56,"Brandon Goode, C",NORF,32,20.8,65,91,2.03,3.92,0.71,57,2013
57,"A.J. Hammons, C",PUR,32,23.5,64,64,2.00,3.40,1.00,58,2013
58,"Da'Shonte Riley, C",EMU,34,23.4,67,85,1.97,3.37,0.79,59,2013
59,"Shawn Long, F",ULL,33,31.1,65,95,1.97,2.54,0.68,60,2013
60,"Cory Jefferson, F",BAY,32,27.8,63,70,1.97,2.83,0.90,61,2013
61,"Jerrelle Benimon, F",TOWS,31,36.0,60,85,1.94,2.15,0.71,62,2013
62,"Jayson Cheesman, C",SUU,31,21.1,60,76,1.94,3.67,0.79,63,2013
63,"Ben Aird, C",UVU,30,33.6,58,83,1.93,2.30,0.70,64,2013
64,"Rakeem Christmas, F",SYR,35,21.3,67,91,1.91,3.59,0.74,65,2013
65,"Marques Oliver, F",DSU,32,28.8,61,94,1.91,2.64,0.65,66,2013
66,"Alonzo Nelson-Ododa, F",RICH,32,19.3,61,74,1.91,3.95,0.82,67,2013
67,"Richard Ross, F",ODU,30,24.9,57,70,1.90,3.05,0.81,68,2013
68,"Shonn Miller, F",COR,27,28.8,51,71,1.89,2.63,0.72,69,2013
69,"Alex Brown, C",SJSU,26,21.6,49,59,1.88,3.49,0.83,70,2013
70,"Alex Smith, F",COOK,34,22.2,64,82,1.88,3.40,0.78,71,2013
71,"Nigel Spikes, C",MRSH,32,24.8,60,81,1.88,3.03,0.74,72,2013
72,"Joel Bolomboy, F",WEB,32,22.6,60,71,1.88,3.32,0.85,73,2013
73,"Robert Sampson, F",ECU,28,29.5,52,76,1.86,2.52,0.68,74,2013
74,"Alex Len, C",MD,34,26.7,63,89,1.85,2.78,0.71,75,2013
75,"Jordan Henriquez, F",KSU,32,15.5,59,77,1.84,4.75,0.77,76,2013
76,"Cannen Cunningham, C",SMU,32,32.3,59,105,1.84,2.29,0.56,77,2013
77,"Levi Giese, F",LAF,34,25.2,62,101,1.82,2.89,0.61,78,2013
78,"Alex Kirk, C",UNM,34,28.9,62,73,1.82,2.52,0.85,79,2013
79,"TrayVonn Wright, F",NDSU,33,27.6,60,73,1.82,2.63,0.82,80,2013
80,"Jordan Hare, C",URI,27,19.6,49,66,1.81,3.71,0.74,81,2013
81,"Julian Gamble, F-C",MIA,33,20.8,59,71,1.79,3.44,0.83,82,2013
82,"Egidijus Mockevicius, C",EVAN,32,18.5,57,91,1.78,3.85,0.63,83,2013
83,"Leonard Washington, F",WYO,30,31.2,53,79,1.77,2.26,0.67,84,2013
84,"Alec Brown, F",GB,33,30.5,58,96,1.76,2.31,0.60,85,2013
85,"Ehimen Orukpe, C",WICH,31,16.0,54,63,1.74,4.36,0.86,86,2013
86,"Gregory Echenique, C",CREI,34,22.6,59,87,1.74,3.07,0.68,87,2013
87,"Andre Marhold, F-C",DUQ,29,22.8,50,75,1.72,3.03,0.67,88,2013
88,"John Bohannon, C",UTEP,29,24.8,50,79,1.72,2.78,0.63,89,2013
89,"Brandon Moore, C",SOU,28,28.4,48,50,1.71,2.42,0.96,90,2013
90,"Nick Cook, F",JVST,28,25.4,48,74,1.71,2.70,0.65,91,2013
91,"TaShawn Thomas, F",HOU,31,32.1,53,74,1.71,2.13,0.72,92,2013
92,"Ian Chiles, C",MORG,32,21.7,54,55,1.69,3.12,0.98,93,2013
93,"David Kravish, F",CAL,31,30.8,52,75,1.68,2.18,0.69,94,2013
94,"Jake Cohen, F",DAV,33,25.5,55,108,1.67,2.61,0.51,95,2013
95,"Patric Young, C",FLA,33,26.5,55,77,1.67,2.52,0.71,96,2013
96,"Mike Allison, F-C",MAINE,29,28.7,48,83,1.66,2.30,0.58,97,2013
97,"Jodd Maxey, F",UPST,33,24.4,54,83,1.64,2.69,0.65,98,2013
98,"Jito Kok, C",USD,34,18.3,55,74,1.62,3.53,0.74,99,2013
99,"Donnavan Kirk, F",DEP,31,25.5,50,65,1.61,2.53,0.77,100,2013
0,"Jordan Bachynski, C",ASU,32,30.8,132,96,4.13,5.35,1.38,1,2014
1,"Khem Birch, F",UNLV,33,31.4,124,76,3.76,4.78,1.63,2,2014
2,"Rhamel Brown, F",MAN,32,24.0,117,96,3.66,6.10,1.22,3,2014
3,"D.J. Cunningham, C",UNCA,27,25.7,98,81,3.63,5.65,1.21,4,2014
4,"Sim Bhullar, C",NMSU,29,26.2,99,78,3.41,5.20,1.27,5,2014
5,"Isaiah Austin, C",BAY,35,28.1,114,84,3.26,4.64,1.36,6,2014
6,"Cedric Kuakumensah, F",BRWN,28,25.0,90,97,3.21,5.15,0.93,7,2014
7,"Alec Brown, F",GB,29,30.4,93,63,3.21,4.22,1.48,8,2014
8,"Jordan Mickey, F",LSU,32,32.6,101,68,3.16,3.87,1.49,9,2014
9,"D.J. Covington, F",VMI,31,29.5,96,94,3.10,4.19,1.02,10,2014
10,"A.J. Hammons, C",PUR,31,25.0,96,91,3.10,4.95,1.05,11,2014
11,"Chris Horton, C",PEAY,30,30.6,92,73,3.07,4.00,1.26,12,2014
12,"Jyles Smith, F",SAV,32,27.5,98,108,3.06,4.45,0.91,13,2014
13,"Du'Vaughn Maxwell, F",HAMP,30,31.7,91,89,3.03,3.83,1.02,14,2014
14,"Mamadou N'Diaye, NA",UCI,33,20.8,99,93,3.00,5.78,1.06,15,2014
15,"Willie Cauley-Stein, F",UK,34,24.3,101,90,2.97,4.90,1.12,16,2014
16,"Ian Chiles, C",MORG,31,28.5,92,93,2.97,4.17,0.99,17,2014
17,"Michale Kyser, F",LT,33,23.2,97,87,2.94,5.07,1.11,18,2014
18,"Chris Obekpa, F",SJU,31,20.4,91,76,2.94,5.77,1.20,19,2014
19,"Z. Mason, F",CHAT,30,30.1,87,70,2.90,3.85,1.24,20,2014
20,"Justin Jackson, G",CIN,33,27.5,95,101,2.88,4.19,0.94,21,2014
21,"Naofall Folahan, C",WAG,31,21.1,89,96,2.87,5.45,0.93,22,2014
22,"Richaun Holmes, F",BGSU,32,32.0,88,90,2.75,3.44,0.98,23,2014
23,"Alex Kirk, C",UNM,31,32.2,85,77,2.74,3.40,1.10,24,2014
24,"Da'Shonte Riley, C",EMU,34,26.1,93,116,2.74,4.20,0.80,25,2014
25,"TaShawn Thomas, F",HOU,33,31.6,90,66,2.73,3.45,1.36,26,2014
26,"Kendall Gray, C",DSU,29,32.5,79,97,2.72,3.35,0.81,27,2014
27,"Shawn Long, F",ULL,33,29.6,89,115,2.70,3.65,0.77,28,2014
28,"K.J. McDaniels, F",CLEM,32,33.3,86,73,2.69,3.23,1.18,29,2014
29,"Reggie Lynch, C",ILST,31,19.8,82,118,2.65,5.34,0.69,30,2014
30,"Aaric Murray, C",TXSO,33,32.0,85,85,2.58,3.22,1.00,31,2014
31,"Joel Embiid, C",KU,28,23.1,72,94,2.57,4.45,0.77,32,2014
32,"Kevin Ferguson, C",ARMY,31,27.1,78,92,2.52,3.71,0.85,33,2014
33,"Amida Brimah, C",CONN,34,16.0,85,96,2.50,6.25,0.89,34,2014
34,"Hassan Martin, F",URI,32,25.8,80,92,2.50,3.88,0.87,35,2014
35,"Skylar Spencer, F",SDSU,33,23.4,82,69,2.48,4.25,1.19,36,2014
36,"Brendan Lane, F",PEPP,30,29.3,73,92,2.43,3.32,0.79,37,2014
37,"Daniel Miller, C",GT,33,30.8,80,82,2.42,3.15,0.98,38,2014
38,"Carson Desrosiers, F",PROV,33,19.6,80,91,2.42,4.95,0.88,39,2014
39,"Brandon Goode, C",NORF,33,27.9,80,110,2.42,3.47,0.73,40,2014
40,"Alan Williams, C",UCSB,28,31.1,67,84,2.39,3.07,0.80,41,2014
41,"Alonzo Nelson-Ododa, F",RICH,33,26.8,78,89,2.36,3.53,0.88,42,2014
42,"Curtis Washington, F",GAST,32,22.5,75,77,2.34,4.17,0.97,43,2014
43,"Richard Ross, F",ODU,33,32.3,77,78,2.33,2.89,0.99,44,2014
44,"Taylor Johns, F",UCRV,31,31.9,72,93,2.32,2.91,0.77,45,2014
45,"Kelvin Penn, F",FAU,31,26.2,71,97,2.29,3.49,0.73,46,2014
46,"Chris Udofia, F",DEN,31,34.4,70,105,2.26,2.63,0.67,47,2014
47,"Omar Oraby, C",USC,32,22.7,72,105,2.25,3.97,0.69,48,2014
48,"Javon McCrea, F",BUFF,29,32.3,65,92,2.24,2.77,0.71,49,2014
49,"Youssou Ndoye, C",SBON,33,26.2,73,101,2.21,3.37,0.72,50,2014
50,"Cady Lalanne, C",UMASS,32,28.9,70,84,2.19,3.02,0.83,51,2014
51,"Nnanna Egwu, F",ILL,33,29.5,72,102,2.18,2.96,0.71,52,2014
52,"Ousmane Drame, F",QUIN,29,28.9,63,101,2.17,3.00,0.62,53,2014
53,"Cameron Ridley, C",TEX,33,25.3,71,94,2.15,3.41,0.76,54,2014
54,"Asauhn Dixon-Tatum, C",AUB,30,22.5,64,104,2.13,3.80,0.62,55,2014
55,"Jordan Heath, F",CAN,33,27.6,70,103,2.12,3.08,0.68,56,2014
56,"Larry Nance Jr., F",WYO,26,34.7,55,73,2.12,2.44,0.75,57,2014
57,"Keaton Jackson, F",SIUE,31,18.2,65,102,2.10,4.61,0.64,58,2014
58,"Aaron Jones, F",MISS,33,27.1,69,84,2.09,3.09,0.82,59,2014
59,"Daniel Coursey, F",MER,34,23.4,71,107,2.09,3.57,0.66,60,2014
60,"Marvin Frazier, C",NWST,27,17.4,56,73,2.07,4.77,0.77,61,2014
61,"Adam Kemp, F",MRST,28,27.8,58,85,2.07,2.98,0.68,62,2014
62,"Brandon Peel, F",CCSU,30,23.0,61,66,2.03,3.53,0.92,63,2014
63,"Egidijus Mockevicius, C",EVAN,32,25.2,65,113,2.03,3.23,0.58,64,2014
64,"Moussa Gueye, C",VALP,33,16.3,67,110,2.03,4.99,0.61,65,2014
65,"David Kravish, F",CAL,32,31.9,64,84,2.00,2.50,0.76,66,2014
66,"Brandon West, C",JKST,27,27.7,54,76,2.00,2.89,0.71,67,2014
67,"Rakeem Christmas, F",SYR,32,23.2,62,100,1.94,3.34,0.62,68,2014
68,"Phabian Glasco, F",UCA,29,21.0,56,73,1.93,3.68,0.77,69,2014
69,"Elliott Eliason, C",MINN,33,22.7,63,95,1.91,3.37,0.66,70,2014
70,"Shawn Jones, F",MTSU,33,28.2,63,91,1.91,2.71,0.69,71,2014
71,"Tony Wroblicky, C",AMER,32,31.9,61,111,1.91,2.39,0.55,72,2014
72,"Boris Bojanovsky, C",FSU,32,20.8,60,81,1.88,3.61,0.74,73,2014
73,"Lucas Troutman, F",ELON,31,28.9,58,70,1.87,2.59,0.83,74,2014
74,"Steve Zack, C",LAS,31,30.3,58,88,1.87,2.47,0.66,75,2014
75,"Landry Nnoko, C",CLEM,31,27.7,58,84,1.87,2.70,0.69,76,2014
76,"Justin Sears, F",YALE,28,30.5,52,74,1.86,2.44,0.70,77,2014
77,"Kyle Tresnak, C",WEB,30,27.2,55,85,1.83,2.69,0.65,78,2014
78,"Josh Huestis, F",STAN,33,35.0,60,68,1.82,2.08,0.88,79,2014
79,"Prince Ibeh, C",TEX,33,14.1,60,97,1.82,5.17,0.62,80,2014
80,"Malcolm Miller, F",HC,32,30.5,58,93,1.81,2.37,0.62,81,2014
81,"Len Springs, F",NAU,32,15.0,58,74,1.81,4.82,0.78,82,2014
82,"Scott Eatherton, F",NE,32,31.1,57,97,1.78,2.29,0.59,83,2014
83,"Shaq Goodwin, F",MEM,32,28.8,57,96,1.78,2.48,0.59,84,2014
84,"TrayVonn Wright, F",NDSU,31,29.5,55,69,1.77,2.40,0.80,85,2014
85,"Tre Hale-Edmerson, F",CSN,35,28.3,62,123,1.77,2.50,0.50,86,2014
86,"Amir Williams, C",OSU,34,23.3,60,89,1.76,3.03,0.67,87,2014
87,"Vashil Fernandez, C",VALP,33,19.2,58,99,1.76,3.65,0.59,88,2014
88,"Alex Olah, C",NW,33,29.5,58,100,1.76,2.38,0.58,89,2014
89,"Imoh Silas, C",SIE,32,17.9,56,111,1.75,3.90,0.50,90,2014
90,"Jito Kok, C",USD,32,25.8,56,77,1.75,2.71,0.73,91,2014
91,"Kenneth Hall, F",WCU,34,15.6,59,105,1.74,4.44,0.56,92,2014
92,"Przemek Karnowski, C",GONZ,34,25.1,59,97,1.74,2.77,0.61,93,2014
93,"Frank Kaminsky III, F",WIS,33,26.5,57,80,1.73,2.60,0.71,94,2014
94,"Michael Holyfield, C",SHSU,33,17.8,57,93,1.73,3.89,0.61,95,2014
95,"Brandon Edwards, F",UTA,32,34.5,55,84,1.72,1.99,0.65,96,2014
96,"Alex Davis, F",FRES,32,25.1,55,112,1.72,2.74,0.49,97,2014
97,"Amdy Fall, F",SFNY,32,16.8,55,73,1.72,4.08,0.75,98,2014
98,"Joey van Zegeren, F",VT,31,22.0,53,92,1.71,3.11,0.58,99,2014
99,"John Brown, F",HP,30,32.2,50,74,1.67,2.07,0.68,100,2014
0,"Jordan Mickey, F",LSU,30,34.8,107,79,3.57,4.10,1.35,1,2015
1,"Amida Brimah, C",CONN,34,26.5,119,99,3.50,5.28,1.20,2,2015
2,"Austin Nichols, F",MEM,27,29.5,93,50,3.44,4.67,1.86,3,2015
3,"Justin Tuoyo, F",CHAT,32,28.8,104,107,3.25,4.51,0.97,4,2015
4,"Chris Obekpa, F",SJU,30,27.3,94,97,3.13,4.59,0.97,5,2015
5,"Adrian Diaz, C",FIU,33,31.3,99,126,3.00,3.83,0.79,6,2015
6,"Hassan Martin, F",URI,31,28.5,93,81,3.00,4.21,1.15,7,2015
7,"Vashil Fernandez, C",VALP,33,24.7,98,91,2.97,4.81,1.08,8,2015
8,"Ousmane Drame, F",QUIN,30,29.1,88,89,2.93,4.03,0.99,9,2015
9,"Goodluck Okonoboh, F",UNLV,31,26.7,90,87,2.90,4.35,1.03,10,2015
10,"Phillip Anglade, F",VMI,30,23.1,87,101,2.90,5.02,0.86,11,2015
