,PLAYER,TEAM,GP,MPG,STL,STPG,STP40M,TO,TOPG,PF,ST/TO,ST/PF,RK,Year
76,"Greg Monroe, C",GTWN,30,30.9,56,1.87,2.42,74,2.47,75,0.76,0.75,77,2009
77,"Toney Douglas, G",FSU,34,36.4,63,1.85,2.04,82,2.41,73,0.77,0.86,78,2009
78,"Jermaine Bishop, G",NAU,27,25.0,50,1.85,2.96,38,1.41,40,1.32,1.25,79,2009
79,"Chris Birrell, G",BRY,27,29.5,50,1.85,2.51,64,2.37,60,0.78,0.83,80,2009
80,"Derek Johnson, G",PV,33,33.2,61,1.85,2.23,67,2.03,64,0.91,0.95,81,2009
81,"Chris Gweth, G",SEA,13,31.0,24,1.85,2.38,22,1.69,38,1.09,0.63,82,2009
82,"Rahmon Fletcher, G",GB,32,27.7,59,1.84,2.66,76,2.38,85,0.78,0.69,83,2009
83,"Randy Culpepper, G",UTEP,31,29.7,57,1.84,2.48,71,2.29,91,0.80,0.63,84,2009
84,"Ryan Bogan, G",LONG,31,31.9,57,1.84,2.30,85,2.74,61,0.67,0.93,85,2009
85,"Dave Singleton, G",HP,30,27.1,55,1.83,2.71,108,3.60,84,0.51,0.65,86,2009
86,"Jerome Dyson, G",CONN,24,29.3,44,1.83,2.50,49,2.04,43,0.90,1.02,87,2009
87,"Baron Sauls, G",HBU,29,34.2,53,1.83,2.14,95,3.28,68,0.56,0.78,88,2009
88,"Terrel Harris, G",OKST,33,31.7,60,1.82,2.30,63,1.91,107,0.95,0.56,89,2009
89,"DeWayne Reed, G",AUB,33,31.6,60,1.82,2.30,80,2.42,73,0.75,0.82,90,2009
90,"Malik Cooke, F",NEV,33,27.5,60,1.82,2.64,45,1.36,81,1.33,0.74,91,2009
91,"Joey Rodriguez, G",VCU,33,32.1,60,1.82,2.27,76,2.30,69,0.79,0.87,92,2009
92,"Colin Cunningham, F",HC,31,28.5,56,1.81,2.54,73,2.35,64,0.77,0.88,93,2009
93,"Jeff Allen, F",VT,31,30.1,56,1.81,2.40,88,2.84,109,0.64,0.51,94,2009
94,"Harouna Mutombo, G",WCU,31,30.5,56,1.81,2.37,66,2.13,74,0.85,0.76,95,2009
95,"Seth Tarver, G-F",ORST,30,29.3,54,1.80,2.46,44,1.47,50,1.23,1.08,96,2009
96,"Donald Boone, G",ARST,30,30.4,54,1.80,2.37,73,2.43,62,0.74,0.87,97,2009
97,"Kenny Dawkins, G",LAM,25,35.0,45,1.80,2.05,69,2.76,42,0.65,1.07,98,2009
98,"Michael Gruner, G",LAF,24,29.2,43,1.79,2.45,44,1.83,47,0.98,0.91,99,2009
99,"Eric Brooks, G",ARPB,24,21.3,43,1.79,3.36,39,1.63,50,1.10,0.86,100,2009
0,"Jay Threatt, G",DSU,29,34.4,82,2.83,3.29,53,1.83,49,1.55,1.67,1,2010
1,"Damian Saunders, F",DUQ,31,36.6,87,2.81,3.07,93,3.00,80,0.94,1.09,2,2010
2,"Devan Downey, G",SC,31,34.0,85,2.74,3.22,109,3.52,72,0.78,1.18,3,2010
3,"Christopher Jones, G",PV,24,34.6,65,2.71,3.13,66,2.75,46,0.98,1.41,4,2010
4,"Brigham Waginger, G",WCU,33,34.0,89,2.70,3.17,64,1.94,80,1.39,1.11,5,2010
5,"Jackson Emery, G",BYU,33,28.5,89,2.70,3.79,39,1.18,84,2.28,1.06,6,2010
6,"Aubrey Coleman, G",HOU,34,36.9,91,2.68,2.90,78,2.29,73,1.17,1.25,7,2010
7,"Ceola Clark III, G",WIU,27,35.5,72,2.67,3.00,44,1.63,66,1.64,1.09,8,2010
8,"Michael Deloach, G",NORF,30,35.9,79,2.63,2.93,123,4.10,92,0.64,0.86,9,2010
9,"A.J. Rompza, G",UCF,31,31.5,81,2.61,3.32,65,2.10,72,1.25,1.13,10,2010
10,"La'Shard Anderson, G",BSU,32,33.2,83,2.59,3.13,78,2.44,89,1.06,0.93,11,2010
11,"Junard Hartley, G",CAMP,30,29.9,77,2.57,3.43,93,3.10,72,0.83,1.07,12,2010
12,"D'Aundray Brown, G",CLEV,32,32.6,81,2.53,3.11,45,1.41,97,1.80,0.84,13,2010
13,"D.J. Cooper, G",OHIO,35,35.3,88,2.51,2.85,92,2.63,72,0.96,1.22,14,2010
14,"Jeremy Lin, G",HARV,28,32.1,70,2.50,3.11,88,3.14,82,0.80,0.85,15,2010
15,"Jeremy Goode, G",MSM,31,32.7,77,2.48,3.03,103,3.32,51,0.75,1.51,16,2010
16,"Kevin Palmer, G-F",AMCC,32,32.9,77,2.41,2.92,139,4.34,69,0.55,1.12,17,2010
17,"Marqus Blakely, F",UVM,34,33.6,81,2.38,2.83,119,3.50,86,0.68,0.94,18,2010
18,"Chris Singleton, F",FSU,31,31.5,71,2.29,2.91,95,3.06,91,0.75,0.78,19,2010
19,"Billy Pettiford, F",IUPU,34,33.1,77,2.26,2.74,92,2.71,122,0.84,0.63,20,2010
20,"Seth Tarver, G-F",ORST,31,30.8,70,2.26,2.93,51,1.65,44,1.37,1.59,21,2010
21,"Michael Moss, G",HBU,33,28.6,74,2.24,3.14,99,3.00,91,0.75,0.81,22,2010
22,"Woody Payne, G",DET,34,28.0,76,2.24,3.20,70,2.06,73,1.09,1.04,23,2010
23,"Paul George, G-F",FRES,29,33.2,64,2.21,2.66,94,3.24,84,0.68,0.76,24,2010
24,"Akeem Bennett, G-F",SFNY,29,36.0,64,2.21,2.45,123,4.24,93,0.52,0.69,25,2010
25,"Kelvin Martin, F",CHSO,30,32.1,64,2.13,2.66,74,2.47,84,0.86,0.76,26,2010
26,"Casper Ware, G",LBSU,33,33.2,69,2.09,2.52,102,3.09,79,0.68,0.87,27,2010
27,"Mark Payne, G",UCD,24,33.7,50,2.08,2.47,62,2.58,23,0.81,2.17,28,2010
28,"J.P. Primm, G",UNCA,31,31.5,64,2.06,2.62,116,3.74,88,0.55,0.73,29,2010
29,"Frank Turner, G",CAN,32,38.3,66,2.06,2.15,106,3.31,80,0.62,0.83,30,2010
30,"Kemba Walker, G",CONN,32,35.2,66,2.06,2.35,96,3.00,54,0.69,1.22,31,2010
31,"Will Bynum, G",MTST,26,29.7,53,2.04,2.75,57,2.19,51,0.93,1.04,32,2010
32,"Alex Zampier, G",YALE,29,30.9,59,2.03,2.63,89,3.07,50,0.66,1.18,33,2010
33,"Ben Smith, G",JAC,31,37.3,63,2.03,2.18,65,2.10,55,0.97,1.15,34,2010
34,"Andy Rautins, G",SYR,32,32.3,65,2.03,2.51,88,2.75,68,0.74,0.96,35,2010
35,"Malcolm Armstead, G",ORE,32,31.7,65,2.03,2.56,81,2.53,66,0.80,0.98,36,2010
36,"Chris Harris, G",NAVY,30,34.9,60,2.00,2.29,88,2.93,85,0.68,0.71,37,2010
37,"Lorne Merthie, G",CAMP,30,29.0,60,2.00,2.76,43,1.43,73,1.40,0.82,38,2010
38,"Ron Burks, F",VMI,29,29.2,58,2.00,2.74,84,2.90,77,0.69,0.75,39,2010
39,"Devon Beitzel, G",UNCO,26,30.0,52,2.00,2.67,40,1.54,49,1.30,1.06,40,2010
40,"Alexander Starling, F",COOK,33,30.4,65,1.97,2.59,55,1.67,97,1.18,0.67,41,2010
41,"Joey Rodriguez, G",VCU,31,32.9,61,1.97,2.39,79,2.55,51,0.77,1.20,42,2010
42,"Ayron Hardy, F",JAC,31,28.4,61,1.97,2.77,54,1.74,94,1.13,0.65,43,2010
43,"Lasan Kromah, G",GW,30,24.4,59,1.97,3.22,57,1.90,58,1.04,1.02,44,2010
44,"Shemik Thompson, G",CCSU,29,33.5,57,1.97,2.35,84,2.90,62,0.68,0.92,45,2010
45,"Keith Gabriel, G",VMI,28,25.8,55,1.96,3.05,50,1.79,68,1.10,0.81,46,2010
46,"Broderick Gilchrest, G",IDST,27,35.7,53,1.96,2.20,79,2.93,63,0.67,0.84,47,2010
47,"David Burrell, G",TXSO,33,23.1,64,1.94,3.36,47,1.42,79,1.36,0.81,48,2010
48,"Cory Higgins, G",COLO,31,33.4,60,1.94,2.32,72,2.32,77,0.83,0.78,49,2010
49,"Josh Slater, G",LIP,30,30.7,58,1.93,2.52,87,2.90,65,0.67,0.89,50,2010
50,"Justin Newton, G",SFNY,29,30.9,56,1.93,2.50,51,1.76,80,1.10,0.70,51,2010
51,"DeAndre Hall, G",TXSO,33,33.5,63,1.91,2.28,107,3.24,83,0.59,0.76,52,2010
52,"Frankie Sullivan, G",AUB,31,31.2,59,1.90,2.44,51,1.65,98,1.16,0.60,53,2010
53,"Devin Gibson, G",UTSA,30,35.1,57,1.90,2.17,70,2.33,75,0.81,0.76,54,2010
54,"Kellan Carter, G",NICH,29,26.4,55,1.90,2.87,32,1.10,84,1.72,0.65,55,2010
55,"Iman Shumpert, G",GT,28,29.6,53,1.89,2.56,87,3.11,65,0.61,0.82,56,2010
56,"Tyrone Lewis, G",NIAG,27,34.2,51,1.89,2.21,38,1.41,72,1.34,0.71,57,2010
57,"David Gonzalvez, G",RICH,34,34.4,64,1.88,2.19,55,1.62,70,1.16,0.91,58,2010
58,"Kent Bazemore, G-F",ODU,34,26.5,64,1.88,2.84,67,1.97,80,0.96,0.80,59,2010
59,"Ronald Moore, G",SIE,33,35.9,62,1.88,2.09,96,2.91,50,0.65,1.24,60,2010
60,"Larry Anderson, G",LBSU,33,30.9,62,1.88,2.43,94,2.85,64,0.66,0.97,61,2010
61,"Eddie Williams, G",SFA,31,36.1,58,1.87,2.07,59,1.90,68,0.98,0.85,62,2010
62,"Will Cherry, G",MONT,31,22.6,58,1.87,3.31,56,1.81,55,1.04,1.05,63,2010
63,"Bilal Benn, G-F",NIAG,30,36.0,56,1.87,2.08,72,2.40,84,0.78,0.67,64,2010
64,"Calvin Betts, G-F",BUFF,30,31.2,56,1.87,2.39,46,1.53,87,1.22,0.64,65,2010
65,"Robbie Harman, G",CMU,30,33.8,56,1.87,2.21,60,2.00,80,0.93,0.70,66,2010
66,"Brandon Johnson, G",USD,29,32.0,54,1.86,2.33,71,2.45,47,0.76,1.15,67,2010
67,"Chris Singletary, G",KENT,28,25.3,52,1.86,2.94,64,2.29,99,0.81,0.53,68,2010
68,"Damian Johnson, F",MINN,34,25.5,63,1.85,2.91,43,1.26,96,1.47,0.66,69,2010
69,"Joseph Harris, F",CCAR,34,30.8,63,1.85,2.41,53,1.56,72,1.19,0.88,70,2010
70,"Johnathon Jones, G",OAK,34,36.7,63,1.85,2.02,105,3.09,61,0.60,1.03,71,2010
71,"Casey Cantey, G-F",AAMU,27,24.4,50,1.85,3.03,68,2.52,47,0.74,1.06,72,2010
72,"Norris Cole, G",CLEV,33,34.2,61,1.85,2.17,91,2.76,81,0.67,0.75,73,2010
73,"Zaire Taylor, G",MIZ,32,26.9,59,1.84,2.74,38,1.19,75,1.55,0.79,74,2010
74,"Keith Cothran, G",URI,32,30.3,59,1.84,2.43,48,1.50,58,1.23,1.02,75,2010
75,"Johntavious Rucker, G",GASO,32,20.7,59,1.84,3.57,52,1.63,79,1.13,0.75,76,2010
76,"Michael Vogler, G",TROY,32,34.8,59,1.84,2.12,76,2.38,84,0.78,0.70,77,2010
77,"Lloyd Phillips, G",ILST,32,33.1,59,1.84,2.23,67,2.09,51,0.88,1.16,78,2010
78,"Junior Treasure, G",TXSO,30,27.8,55,1.83,2.64,101,3.37,93,0.54,0.59,79,2010
79,"Franklin Session, G-F",WEB,30,31.4,55,1.83,2.34,79,2.63,95,0.70,0.58,80,2010
80,"B.J. Jenkins, G",MURR,34,25.6,62,1.82,2.85,55,1.62,69,1.13,0.90,81,2010
81,"Lazar Hayward, F",MARQ,33,32.3,60,1.82,2.25,62,1.88,112,0.97,0.54,82,2010
82,"Charles Jenkins, G",HOF,33,36.2,60,1.82,2.01,103,3.12,85,0.58,0.71,83,2010
83,"Vernon Teel, G",LMU,33,35.0,60,1.82,2.08,115,3.48,88,0.52,0.68,84,2010
84,"Jeff Allen, F",VT,31,26.5,56,1.81,2.73,67,2.16,111,0.84,0.50,85,2010
85,"Manny Harris, G",MICH,31,36.1,56,1.81,2.00,88,2.84,45,0.64,1.24,86,2010
86,"Blake Smith, G",RAD,31,28.0,56,1.81,2.58,62,2.00,54,0.90,1.04,87,2010
87,"Tyren Johnson, F",ULL,30,36.1,54,1.80,2.00,108,3.60,84,0.50,0.64,88,2010
88,"Zavion Neely, G",UIC,30,27.0,54,1.80,2.67,55,1.83,77,0.98,0.70,89,2010
89,"Kelvin Lewis, G",HOU,34,36.5,61,1.79,1.97,23,0.68,74,2.65,0.82,90,2010
90,"Ish Smith, G",WAKE,29,36.7,52,1.79,1.96,84,2.90,48,0.62,1.08,91,2010
91,"Roburt Sallie, G",MEM,32,30.6,57,1.78,2.33,39,1.22,73,1.46,0.78,92,2010
92,"Derek Needham, G",FAIR,32,36.2,57,1.78,1.97,120,3.75,87,0.48,0.66,93,2010
93,"Tramaine Butler, G",ALST,31,28.3,55,1.77,2.51,77,2.48,102,0.71,0.54,94,2010
94,"Tommy Brenton, F",STON,31,30.0,55,1.77,2.37,47,1.52,73,1.17,0.75,95,2010
95,"Chris Flores, G",NJIT,31,30.2,55,1.77,2.35,59,1.90,81,0.93,0.68,96,2010
96,"Michael Griffin, G",PV,30,26.6,53,1.77,2.66,77,2.57,67,0.69,0.79,97,2010
97,"David Kool, G",WMU,33,35.0,58,1.76,2.01,73,2.21,53,0.79,1.09,98,2010
98,"Clarence Jackson, G",SIE,33,26.7,58,1.76,2.63,45,1.36,63,1.29,0.92,99,2010
99,"Evan Turner, G-F",OSU,28,35.4,49,1.75,1.98,117,4.18,78,0.42,0.63,100,2010
0,"Anthony Nelson, G",NIAG,29,37.3,98,3.38,3.63,105,3.62,57,0.93,1.72,1,2011
1,"Josh Slater, G",LIP,30,31.1,93,3.10,3.99,92,3.07,86,1.01,1.08,2,2011
2,"Jay Threatt, G",DSU,30,35.7,93,3.10,3.48,67,2.23,50,1.39,1.86,3,2011
3,"T.J. McConnell, G",DUQ,30,31.1,87,2.90,3.73,53,1.77,55,1.64,1.58,4,2011
4,"Jared Cunningham, G",ORST,30,29.2,85,2.83,3.88,74,2.47,79,1.15,1.08,5,2011
5,"Michael Moss, G",HBU,31,30.8,87,2.81,3.64,125,4.03,76,0.70,1.14,6,2011
6,"Jackson Emery, G",BYU,34,32.1,94,2.76,3.44,33,0.97,91,2.85,1.03,7,2011
7,"Iman Shumpert, G",GT,31,32.0,85,2.74,3.43,72,2.32,86,1.18,0.99,8,2011
8,"Devin Gibson, G",UTSA,32,34.8,86,2.69,3.09,103,3.22,83,0.83,1.04,9,2011
9,"Will Cherry, G",MONT,29,34.3,77,2.66,3.10,61,2.10,64,1.26,1.20,10,2011
10,"Akeem Bennett, G-F",SFNY,29,32.8,76,2.62,3.20,105,3.62,97,0.72,0.78,11,2011
11,"Byron Mulkey, G",BUFF,31,35.0,80,2.58,2.95,77,2.48,69,1.04,1.16,12,2011
12,"C.J. McCollum, NA",LEH,31,34.5,77,2.48,2.88,88,2.84,53,0.88,1.45,13,2011
13,"Blake Smith, G",RAD,27,26.0,66,2.44,3.76,49,1.81,55,1.35,1.20,14,2011
14,"La'Shard Anderson, G",BSU,32,32.7,77,2.41,2.95,97,3.03,101,0.79,0.76,15,2011
15,"Garrett Lever, G",SEA,31,29.2,74,2.39,3.27,44,1.42,82,1.68,0.90,16,2011
16,"D.J. Cooper, G",OHIO,33,35.6,77,2.33,2.62,113,3.42,71,0.68,1.08,17,2011
17,"Corey Walden, G",STET,24,32.5,56,2.33,2.88,77,3.21,78,0.73,0.72,18,2011
18,"Stephon Carter, G",CSB,28,29.9,65,2.32,3.11,92,3.29,74,0.71,0.88,19,2011
19,"Malcolm Armstead, G",ORE,32,27.5,74,2.31,3.36,88,2.75,85,0.84,0.87,20,2011
20,"Damian Saunders, F",DUQ,29,34.3,66,2.28,2.65,48,1.66,66,1.38,1.00,21,2011
21,"Kent Bazemore, G-F",ODU,33,30.6,75,2.27,2.97,79,2.39,67,0.95,1.12,22,2011
22,"A.J. Walton, G",BAY,30,33.0,68,2.27,2.75,101,3.37,93,0.67,0.73,23,2011
23,"Justin Graham, G",SJSU,31,36.3,70,2.26,2.49,70,2.26,76,1.00,0.92,24,2011
24,"Norris Cole, G",CLEV,34,35.6,76,2.24,2.51,93,2.74,80,0.82,0.95,25,2011
25,"Milton Burton, G-F",HART,30,36.2,67,2.23,2.47,47,1.57,78,1.43,0.86,26,2011
26,"Chris Singleton, F",FSU,25,30.2,53,2.12,2.80,59,2.36,80,0.90,0.66,27,2011
27,"Duke Mondy, G",PROV,28,27.1,59,2.11,3.11,36,1.29,62,1.64,0.95,28,2011
28,"Chaisson Allen, G",NE,29,37.1,61,2.10,2.27,56,1.93,56,1.09,1.09,29,2011
29,"Maurice Jones, G",USC,33,34.5,69,2.09,2.42,69,2.09,60,1.00,1.15,30,2011
30,"Zac Swansey, G",TNTC,32,32.8,66,2.06,2.52,113,3.53,46,0.58,1.43,31,2011
31,"J.P. Primm, G",UNCA,32,33.0,66,2.06,2.50,99,3.09,90,0.67,0.73,32,2011
32,"Desmar Jackson, G",WYO,30,29.8,61,2.03,2.73,101,3.37,88,0.60,0.69,33,2011
33,"Scott Thomas, F",BGSU,32,33.6,65,2.03,2.42,80,2.50,78,0.81,0.83,34,2011
34,"Mike Williams, G",WCU,33,31.5,67,2.03,2.57,93,2.82,103,0.72,0.65,35,2011
35,"Peyton Siva, G",LOU,34,27.9,69,2.03,2.91,96,2.82,92,0.72,0.75,36,2011
36,"Randy Culpepper, G",UTEP,34,36.0,68,2.00,2.22,79,2.32,82,0.86,0.83,37,2011
37,"Kerron Johnson, G",BEL,34,18.1,68,2.00,4.43,74,2.18,83,0.92,0.82,38,2011
38,"Kenneth Faried, F-C",MORE,33,34.6,65,1.97,2.28,88,2.67,102,0.74,0.64,39,2011
39,"Ayron Hardy, F",JAC,30,33.8,59,1.97,2.33,51,1.70,77,1.16,0.77,40,2011
40,"Kemba Walker, G",CONN,35,37.5,68,1.94,2.07,77,2.20,50,0.88,1.36,41,2011
41,"Aaron Craft, G",OSU,34,29.5,66,1.94,2.63,73,2.15,93,0.90,0.71,42,2011
42,"Kendall Timmons, G-F",TULN,30,36.1,58,1.93,2.14,88,2.93,80,0.66,0.73,43,2011
43,"Kelvin Martin, F",CHSO,30,29.5,58,1.93,2.62,48,1.60,78,1.21,0.74,44,2011
44,"Phil Pressey, G",MIZ,29,22.2,56,1.93,3.48,64,2.21,62,0.88,0.90,45,2011
45,"Nick Murphy, G-F",JVST,28,35.1,54,1.93,2.20,74,2.64,77,0.73,0.70,46,2011
46,"Matt Dickey, G",UNCA,32,33.9,61,1.91,2.25,92,2.88,84,0.66,0.73,47,2011
47,"Jelani Hewitt, G",GASO,32,29.2,61,1.91,2.61,115,3.59,84,0.53,0.73,48,2011
48,"Shemik Thompson, G",CCSU,31,33.1,59,1.90,2.30,86,2.77,71,0.69,0.83,49,2011
49,"Hernst Laroche, G",NMSU,33,34.5,62,1.88,2.18,88,2.67,81,0.70,0.77,50,2011
50,"Tyreek Duren, G",LAS,33,33.8,62,1.88,2.22,88,2.67,64,0.70,0.97,51,2011
51,"Ben Drayton III, G",GASO,32,37.0,60,1.88,2.03,113,3.53,74,0.53,0.81,52,2011
52,"Chad Tomko, G",UNCW,31,36.5,58,1.87,2.05,100,3.23,60,0.58,0.97,53,2011
53,"Justin Leemow, G",NCCU,30,23.9,56,1.87,3.13,70,2.33,78,0.80,0.72,54,2011
54,"Will Weathers, G",TROY,27,37.0,50,1.85,2.00,110,4.07,74,0.45,0.68,55,2011
55,"Marcus Denmon, G",MIZ,33,30.4,61,1.85,2.44,32,0.97,56,1.91,1.09,56,2011
56,"Josh Terry, G-F",PEAY,32,30.2,59,1.84,2.44,62,1.94,82,0.95,0.72,57,2011
57,"Colin Nickerson, G",FAIR,31,23.0,57,1.84,3.19,53,1.71,54,1.08,1.06,58,2011
58,"Michael Porrini, G",KENT,34,32.0,62,1.82,2.28,98,2.88,93,0.63,0.67,59,2011
59,"Preston Knowles, G",LOU,33,30.3,60,1.82,2.40,64,1.94,89,0.94,0.67,60,2011
60,"TyShwan Edmondson, G",PEAY,33,32.0,60,1.82,2.27,67,2.03,78,0.90,0.77,61,2011
61,"Reuben Clayton, G",UTM,33,29.9,60,1.82,2.43,70,2.12,99,0.86,0.61,62,2011
62,"Jake Odum, G",INST,33,29.7,60,1.82,2.45,74,2.24,87,0.81,0.69,63,2011
63,"Larry Anderson, G",LBSU,27,33.7,49,1.81,2.16,65,2.41,67,0.75,0.73,64,2011
64,"Darren Moore, G",UCI,32,30.6,58,1.81,2.37,81,2.53,101,0.72,0.57,65,2011
65,"Klay Thompson, G",WSU,30,34.6,54,1.80,2.08,105,3.50,89,0.51,0.61,66,2011
66,"Jamelle McMillan, G",ASU,28,29.9,50,1.79,2.39,41,1.46,71,1.22,0.70,67,2011
67,"John Brown, G",LIB,32,31.9,57,1.78,2.23,97,3.03,80,0.59,0.71,68,2011
68,"Jamar Diggs, G",WOF,32,32.1,57,1.78,2.22,57,1.78,92,1.00,0.62,69,2011
69,"Josten Crow, F",SHSU,31,30.9,55,1.77,2.30,59,1.90,86,0.93,0.64,70,2011
70,"Michael Dixon Jr., G",MIZ,31,22.4,55,1.77,3.17,57,1.84,70,0.96,0.79,71,2011
71,"Zamal Nixon, G",HOU,30,33.5,53,1.77,2.11,69,2.30,81,0.77,0.65,72,2011
72,"Bryce Kemp, G",UNO,21,23.5,37,1.76,3.00,36,1.71,32,1.03,1.16,73,2011
73,"Jordon Crawford, G",BGSU,33,24.8,58,1.76,2.83,70,2.12,48,0.83,1.21,74,2011
74,"Charles Jenkins, G",HOF,32,37.4,56,1.75,1.87,70,2.19,63,0.80,0.89,75,2011
75,"D.J. Kennedy, G-F",SJU,32,28.7,56,1.75,2.44,55,1.72,68,1.02,0.82,76,2011
76,"Melvin Goins, G",TENN,32,27.3,56,1.75,2.57,58,1.81,59,0.97,0.95,77,2011
77,"Donald Boone, G",ARST,32,31.3,56,1.75,2.24,49,1.53,59,1.14,0.95,78,2011
78,"Kevin Galloway, F",TXSO,31,37.2,54,1.74,1.87,158,5.10,62,0.34,0.87,79,2011
79,"Lance Jeter, G",NEB,31,30.1,54,1.74,2.32,63,2.03,69,0.86,0.78,80,2011
80,"J.J. Avila, F",NAVY,31,27.9,54,1.74,2.49,84,2.71,85,0.64,0.64,81,2011
81,"Erick Green, G",VT,30,30.6,52,1.73,2.27,33,1.10,72,1.58,0.72,82,2011
82,"Kellan Carter, G",NICH,26,23.2,45,1.73,2.98,31,1.19,70,1.45,0.64,83,2011
83,"Troy Payne, F",SCU,33,23.9,57,1.73,2.89,37,1.12,71,1.54,0.80,84,2011
84,"Justin Joyner, G",UCSB,29,27.5,50,1.72,2.51,47,1.62,71,1.06,0.70,85,2011
85,"DeJuan Wright, G",FIU,29,30.3,50,1.72,2.28,73,2.52,81,0.68,0.62,86,2011
86,"Diante Garrett, G",ISU,32,36.7,55,1.72,1.87,106,3.31,55,0.52,1.00,87,2011
87,"Vincent Council, G",PROV,32,36.3,55,1.72,1.90,106,3.31,77,0.52,0.71,88,2011
88,"Shabazz Napier, G",CONN,35,23.5,60,1.71,2.92,66,1.89,59,0.91,1.02,89,2011
89,"Derwin Kitchen, G",FSU,31,30.1,53,1.71,2.27,62,2.00,41,0.85,1.29,90,2011
90,"Darrion Pellum, G",HAMP,31,36.7,53,1.71,1.86,86,2.77,67,0.62,0.79,91,2011
91,"Donald Sims, G",APP,31,37.9,53,1.71,1.81,86,2.77,47,0.62,1.13,92,2011
92,"Chris Long, G",ELON,31,33.7,53,1.71,2.03,69,2.23,73,0.77,0.73,93,2011
93,"Josh Wallace, G",AUB,31,28.3,53,1.71,2.41,66,2.13,74,0.80,0.72,94,2011
94,"Keith Gabriel, G",VMI,31,23.8,53,1.71,2.87,71,2.29,83,0.75,0.64,95,2011
95,"Caleb Brown, G",PEAY,33,31.0,56,1.70,2.19,98,2.97,65,0.57,0.86,96,2011
96,"Casper Ware, G",LBSU,33,34.8,56,1.70,1.95,99,3.00,84,0.57,0.67,97,2011
97,"Draymond Green, F",MSU,33,29.9,56,1.70,2.27,75,2.27,110,0.75,0.51,98,2011
98,"Langston Galloway, G",JOES,33,34.3,56,1.70,1.98,40,1.21,81,1.40,0.69,99,2011
99,"Stephen Holt, G",SMC,33,22.6,56,1.70,3.00,29,0.88,63,1.93,0.89,100,2011
0,"Jay Threatt, G",DSU,26,36.4,78,3.00,3.30,50,1.92,50,1.56,1.56,1,2012
1,"Fuquan Edwin, G",HALL,32,33.5,94,2.94,3.50,68,2.13,102,1.38,0.92,2,2012
2,"T.J. McConnell, G",DUQ,31,34.3,86,2.77,3.24,80,2.58,51,1.08,1.69,3,2012
3,"Jeremy Allen, G",FIU,29,32.5,77,2.66,3.27,53,1.83,68,1.45,1.13,4,2012
4,"C.J. McCollum, G",LEH,33,32.9,87,2.64,3.20,73,2.21,67,1.19,1.30,5,2012
5,"Will Cherry, G",MONT,31,33.8,81,2.61,3.09,88,2.84,77,0.92,1.05,6,2012
6,"Pierria Henry, G",CHAR,28,30.2,72,2.57,3.41,67,2.39,83,1.07,0.87,7,2012
7,"D'Aundray Brown, G",CLEV,25,30.1,64,2.56,3.40,41,1.64,60,1.56,1.07,8,2012
8,"Jared Cunningham, G",ORST,33,34.7,84,2.55,2.93,92,2.79,80,0.91,1.05,9,2012
9,"Sheldon Cooley, G",ETSU,27,30.2,67,2.48,3.28,49,1.81,59,1.37,1.14,10,2012
10,"Jae Crowder, F",MARQ,32,32.7,78,2.44,2.98,42,1.31,85,1.86,0.92,11,2012
11,"Aaron Craft, G",OSU,34,31.3,82,2.41,3.08,69,2.03,83,1.19,0.99,12,2012
12,"Kendrick Perry, G",YSU,31,34.8,74,2.39,2.74,64,2.06,58,1.16,1.28,13,2012
13,"D.J. Cooper, G",OHIO,34,31.8,81,2.38,2.99,94,2.76,46,0.86,1.76,14,2012
14,"Tim Frazier, G",PSU,32,37.1,76,2.38,2.56,117,3.66,94,0.65,0.81,15,2012
15,"Scott Thomas, F",BGSU,31,34.4,73,2.35,2.74,74,2.39,75,0.99,0.97,16,2012
16,"Russ Smith, G",LOU,34,21.4,80,2.35,4.39,78,2.29,97,1.03,0.82,17,2012
17,"Chaz Williams, G",UMASS,33,34.2,76,2.30,2.70,115,3.48,90,0.66,0.84,18,2012
18,"Reggie Willhite, G-F",YALE,28,31.7,63,2.25,2.84,79,2.82,69,0.80,0.91,19,2012
19,"Briante Weber, G",VCU,34,19.2,76,2.24,4.66,43,1.26,68,1.77,1.12,20,2012
20,"Tommy Hubbard, G",ETSU,30,32.4,67,2.23,2.76,68,2.27,110,0.99,0.61,21,2012
21,"Zac Swansey, G",TNTC,32,35.7,71,2.22,2.49,110,3.44,48,0.65,1.48,22,2012
22,"Dominique Sutton, F",NCCU,32,33.9,71,2.22,2.62,84,2.63,100,0.85,0.71,23,2012
23,"Savalace Townsend, G",ARPB,33,37.4,73,2.21,2.37,98,2.97,71,0.74,1.03,24,2012
24,"Khalif Wyatt, G",TEM,30,32.8,66,2.20,2.69,75,2.50,76,0.88,0.87,25,2012
25,"Arsalan Kazemi, F",RICE,30,29.4,65,2.17,2.95,59,1.97,76,1.10,0.86,26,2012
26,"Phil Pressey, G",MIZ,34,32.1,73,2.15,2.68,82,2.41,66,0.89,1.11,27,2012
27,"Ken Horton, F",CCSU,28,34.5,59,2.11,2.44,52,1.86,72,1.13,0.82,28,2012
28,"Kelvin Martin, F",CHSO,31,32.9,65,2.10,2.55,70,2.26,80,0.93,0.81,29,2012
29,"Anthony Hickey Jr., G",LSU,32,31.5,67,2.09,2.66,60,1.88,75,1.12,0.89,30,2012
