,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
241,2,"Kendrick Fink, NA",COOK,1,9.0,2.0,2,2,2,1.0,1,6.0,0.167,1.13,0.5
242,3,"Reggie Brown, G",RICH,3,8.3,2.0,3,6,8,0.75,3,4.0,0.75,2.08,1.0
243,4,"Brendan Winters, G-F",DAV,35,11.7,1.7,3,58,113,0.513,79,167.0,0.473,1.46,0.593
244,5,"Jonathan Schneiderman, G",UIC,29,10.3,2.4,5,69,135,0.511,23,50.0,0.46,1.62,0.684
245,6,"Matt Delzell, G",USD,28,8.0,1.6,3,45,90,0.5,27,68.0,0.397,1.42,0.598
246,7,"Aaron Bond, F",NAU,28,11.5,1.2,2,34,68,0.5,85,161.0,0.528,1.4,0.594
247,8,"Diondre Larmond, F",COOK,7,8.6,1.3,3,9,18,0.5,13,23.0,0.565,1.46,0.646
248,9,"Chris Ferguson, G",NAU,3,13.3,2.7,5,8,16,0.5,5,9.0,0.556,1.6,0.68
249,10,"Andre Logan, F",PRIN,3,12.0,2.0,4,6,12,0.5,7,18.0,0.389,1.2,0.533
250,11,"Bryant Jacobson, G",UTAH,1,12.0,3.0,6,3,6,0.5,1,4.0,0.25,1.2,0.55
251,12,"Jonathan Blackmon, G-F",JKST,1,7.0,1.0,2,1,2,0.5,2,2.0,1.0,1.75,0.875
252,13,"Jeff Schiffner, G",PENN,27,11.7,2.7,5,73,147,0.497,15,45.0,0.333,1.64,0.648
253,14,"Dan Swoger, G",SFU,28,9.7,2.0,4,57,116,0.491,31,75.0,0.413,1.42,0.61
254,15,"Steve Novak, F",MARQ,28,6.1,1.5,3,41,84,0.488,11,20.0,0.55,1.64,0.697
255,16,"Matt Bonner, F",FLA,31,15.7,1.9,4,60,123,0.488,117,214.0,0.547,1.45,0.614
256,17,"Mark Jerz, G",HC,26,5.3,1.2,2,30,62,0.484,11,25.0,0.44,1.57,0.644
257,18,"Mitch Gilfillan, G",LEH,28,4.4,1.0,2,27,56,0.482,16,43.0,0.372,1.23,0.571
258,19,"Tim Parker, G",CHAT,40,12.8,2.3,5,93,193,0.482,64,125.0,0.512,1.6,0.64
259,20,"Quannas White, G",OKLA,30,8.9,1.6,3,47,98,0.48,42,95.0,0.442,1.39,0.583
260,21,"Peter Anderer, G",DAV,26,14.2,3.3,7,86,180,0.478,30,57.0,0.526,1.56,0.671
261,22,"Kyle Korver, F",CREI,33,17.7,3.8,8,124,260,0.477,52,117.0,0.444,1.55,0.631
262,23,"Kent Williams, G",SIU,30,15.3,2.3,5,70,147,0.476,79,180.0,0.439,1.4,0.563
263,24,"Russell Hankins, G",LIP,23,8.0,2.1,4,49,103,0.476,7,23.0,0.304,1.45,0.639
264,25,"Kevin Pittsnogle, C",WVU,29,11.6,1.7,4,49,103,0.476,77,150.0,0.513,1.33,0.595
265,26,"Shawan Robinson, G",CLEM,28,4.9,1.0,2,28,59,0.475,21,50.0,0.42,1.26,0.578
266,27,"Aleem Muhammed, G",MER,29,15.5,2.1,4,60,127,0.472,98,209.0,0.469,1.34,0.56
267,28,"Alex Kragel, G",UNCA,30,11.0,2.0,4,59,127,0.465,58,122.0,0.475,1.33,0.588
268,29,"Pat Carroll, G-F",JOES,29,11.9,2.6,6,76,164,0.463,39,79.0,0.494,1.42,0.63
269,30,"Devin Montgomery, G",PEPP,4,13.3,1.5,3,6,13,0.462,10,15.0,0.667,1.89,0.679
270,31,"T.J. Meerman, G",CMU,30,5.9,1.0,2,29,63,0.46,27,47.0,0.574,1.6,0.641
271,32,"Maceo Wofford, G",IONA,29,9.2,1.6,3,45,98,0.459,36,88.0,0.409,1.43,0.556
272,33,"Matt Jarboe, F",LIP,28,8.1,1.6,4,45,98,0.459,25,58.0,0.431,1.46,0.593
273,34,"Lavelle Felton, G",LT,27,13.7,1.9,4,50,109,0.459,91,180.0,0.506,1.28,0.574
274,35,"Terrence Woods, G",FAMU,28,20.5,5.0,11,139,304,0.457,29,74.0,0.392,1.52,0.628
275,36,"John Quintana, G",SFNY,25,8.3,1.3,3,32,70,0.457,36,97.0,0.371,1.25,0.503
276,37,"David Palmer, F",SUU,28,11.7,2.1,5,58,127,0.457,56,115.0,0.487,1.35,0.591
277,38,"Thomas Kelati, G-F",WSU,27,10.0,2.3,5,62,136,0.456,29,77.0,0.377,1.26,0.573
278,39,"Chez Marks, G",MORE,29,17.4,2.8,6,82,180,0.456,99,155.0,0.639,1.51,0.663
279,40,"Richard Midgley, G",CAL,29,9.5,1.4,3,41,90,0.456,44,88.0,0.5,1.54,0.593
280,41,"Gregg Alexander, G-F",ILST,29,11.1,2.1,5,61,134,0.455,51,128.0,0.398,1.23,0.544
281,42,"Tyson Dorsey, G",SAM,27,9.6,2.8,6,75,165,0.455,11,21.0,0.524,1.4,0.664
282,43,"Tiras Wade, G",ETSU,18,16.3,1.3,3,24,53,0.453,78,165.0,0.473,1.34,0.523
283,44,"David Haywood, G",USM,29,6.6,1.3,3,38,84,0.452,25,75.0,0.333,1.21,0.516
284,45,"Josh Mullins, F",IUPU,32,12.3,2.3,5,75,166,0.452,62,102.0,0.608,1.47,0.651
285,46,"David Schroeder, G",IDST,29,10.8,1.9,4,56,124,0.452,57,121.0,0.471,1.28,0.576
286,47,"Vince Greene, G",ILST,29,12.3,1.6,4,46,102,0.451,79,143.0,0.552,1.46,0.604
287,48,"Tim Keller, G",AFA,28,14.8,2.8,6,78,173,0.451,49,96.0,0.51,1.54,0.617
288,49,"Edward Garriet, G",MCNS,26,7.1,1.9,4,50,111,0.45,15,30.0,0.5,1.3,0.638
289,50,"Andy Smith, G",ARMY,27,9.6,2.3,5,63,140,0.45,28,85.0,0.329,1.15,0.544
290,51,"Jimmy Bishop, F",FAU,6,7.2,1.5,3,9,20,0.45,5,16.0,0.313,1.19,0.514
291,52,"Aaron Hogg, G",WICH,29,12.5,2.1,5,61,136,0.449,66,142.0,0.465,1.31,0.567
292,53,"Salim Stoudamire, G",ARIZ,26,13.2,2.3,5,60,134,0.448,49,95.0,0.516,1.5,0.607
293,54,"Brett Blizzard, G",UNCW,30,21.3,3.5,8,105,235,0.447,113,236.0,0.479,1.36,0.574
294,55,"Ricky Bower, G",BYU,31,5.3,0.9,2,29,65,0.446,15,33.0,0.455,1.68,0.597
295,56,"Darryl Peterson, F",AKR,28,13.8,1.0,2,29,65,0.446,108,195.0,0.554,1.48,0.583
296,57,"Hollis Price, G",OKLA,30,19.5,2.9,7,88,198,0.444,96,193.0,0.497,1.49,0.583
297,58,"Josh Atkinson, G",ORU,28,9.6,2.4,5,68,153,0.444,20,51.0,0.392,1.31,0.598
298,59,"Justin Stephens, G",WOF,3,6.0,1.3,3,4,9,0.444,1,8.0,0.125,1.06,0.412
299,60,"Dedrick Finn, G",XAV,30,7.9,1.7,4,51,115,0.443,17,47.0,0.362,1.46,0.577
300,61,"Greg Tonagel, G",VALP,30,5.6,1.2,3,35,79,0.443,17,37.0,0.459,1.45,0.599
301,62,"Sean Harrington, G",ILL,30,7.6,2.1,5,62,140,0.443,11,26.0,0.423,1.37,0.627
302,63,"Nigel Moore, F",AAMU,27,11.3,1.0,2,27,61,0.443,74,161.0,0.46,1.37,0.516
303,64,"Marc Jackson, G",UTAH,27,8.8,1.0,2,27,61,0.443,34,62.0,0.548,1.93,0.606
304,65,"Moises Alvarez, G",SJSU,19,6.3,1.2,3,23,52,0.442,19,30.0,0.633,1.45,0.652
305,66,"Todd Okeson, G",NEV,29,10.1,2.1,5,61,138,0.442,27,61.0,0.443,1.47,0.595
306,67,"Jimmy Boykin, G-F",COPP,28,14.4,2.6,6,72,163,0.442,74,143.0,0.517,1.31,0.595
307,68,"Clint Cuffle, G-F",EVAN,28,16.5,2.4,5,67,152,0.441,96,170.0,0.565,1.43,0.61
308,69,"Luther Head, G",ILL,23,8.0,1.1,3,26,59,0.441,37,60.0,0.617,1.55,0.639
309,70,"John Little, G",UNI,28,5.2,0.9,2,26,59,0.441,20,53.0,0.377,1.3,0.527
310,71,"James Davis, G",ORE,32,10.7,2.8,6,89,202,0.441,28,66.0,0.424,1.28,0.603
311,72,"Troy Wheless, G",COFC,31,15.6,3.2,7,99,225,0.44,63,117.0,0.538,1.42,0.618
312,73,"Ike Akotaobi, F",UTSA,27,13.6,2.0,5,55,125,0.44,62,121.0,0.512,1.5,0.587
313,74,"Brian Wilson, G",HC,30,11.7,1.7,4,51,116,0.44,74,140.0,0.529,1.37,0.588
314,75,"Donatas Zavackas, F",PITT,28,10.4,1.7,4,47,107,0.439,38,68.0,0.559,1.66,0.62
315,76,"Modibo Niakate, G",CLEV,26,11.8,1.8,4,47,107,0.439,47,109.0,0.431,1.42,0.544
316,77,"Shammell Stallworth, G",SF,29,12.6,1.9,4,54,123,0.439,71,147.0,0.483,1.36,0.563
317,78,"Kodiak Yazzie, F",NAU,15,7.2,1.2,3,18,41,0.439,17,49.0,0.347,1.2,0.489
318,79,"Ron Williamson, G",HOW,30,21.7,3.5,8,104,237,0.439,93,241.0,0.386,1.36,0.521
319,80,"Joshua Robinson, G",DRKE,27,4.3,0.9,2,25,57,0.439,12,33.0,0.364,1.28,0.55
320,81,"Jon Beck, G",ARST,27,6.1,1.4,3,39,89,0.438,17,29.0,0.586,1.4,0.64
321,82,"Teoine Carroll, G",WAG,30,9.3,1.5,4,46,105,0.438,54,125.0,0.432,1.21,0.535
322,83,"Dedrick Dye, G",WAG,31,12.4,2.9,7,91,208,0.438,37,67.0,0.552,1.39,0.631
323,84,"Hendrik Feist, G-F",STON,27,4.9,1.0,2,28,64,0.438,16,36.0,0.444,1.31,0.58
324,85,"Gilson DeJesus, G",KSU,30,11.2,2.7,6,80,183,0.437,35,74.0,0.473,1.31,0.603
325,86,"Matt McKillop, G",DAV,35,8.5,1.9,4,66,151,0.437,26,60.0,0.433,1.4,0.592
326,87,"Edward Mack, G",MVSU,28,10.0,1.1,3,31,71,0.437,63,156.0,0.404,1.23,0.482
327,88,"Mike Lenzly, G",WOF,29,15.7,2.5,6,72,165,0.436,75,140.0,0.536,1.49,0.6
328,89,"Mike Westphal, G",PEPP,28,8.6,2.1,5,58,133,0.436,19,46.0,0.413,1.35,0.592
329,90,"Antoine Pettway, G",ALA,28,6.5,1.2,3,34,78,0.436,22,56.0,0.393,1.36,0.545
330,91,"Alex English, G",WIN,17,4.4,1.0,2,17,39,0.436,7,23.0,0.304,1.21,0.524
331,92,"James Wright, G",COLO,18,6.8,0.9,2,17,39,0.436,27,62.0,0.435,1.22,0.52
332,93,"Dante Swanson, G",TLSA,30,15.1,2.9,7,86,198,0.434,66,134.0,0.493,1.37,0.587
333,94,"Marc Stricker, G",UMKC,17,8.6,2.5,6,43,99,0.434,3,10.0,0.3,1.35,0.619
334,95,"Darrell Tucker, F",SF,23,18.5,1.9,4,43,99,0.434,106,206.0,0.515,1.39,0.559
335,96,"Thomas Mobley, F",COFC,31,13.7,1.8,4,56,129,0.434,80,172.0,0.465,1.41,0.545
336,97,"Steve Drabyn, G",BEL,29,12.8,3.1,7,91,210,0.433,10,15.0,0.667,1.65,0.651
337,98,"Brandon Miller, G",BUT,30,12.3,1.8,4,55,127,0.433,60,128.0,0.469,1.45,0.559
338,99,"Francisco Garcia, F",LOU,30,11.2,1.8,4,55,127,0.433,63,116.0,0.543,1.38,0.599
339,100,"Brandon Hansen, G",GB,30,8.6,1.9,4,58,134,0.433,20,63.0,0.317,1.3,0.543
340,101,"James Poindexter, G",LIP,28,8.9,1.0,2,29,67,0.433,40,112.0,0.357,1.39,0.466
341,102,"Eric Schmieder, G",DREX,30,13.7,1.5,3,45,104,0.433,90,190.0,0.474,1.39,0.536
342,103,"Federic Holm-Hadulla, G",CSF,21,6.6,1.5,4,32,74,0.432,15,35.0,0.429,1.27,0.578
343,104,"Matt Walsh, F",FLA,31,12.7,1.8,4,57,132,0.432,67,132.0,0.508,1.49,0.578
344,105,"Felton Freeman, G",SHSU,29,10.1,1.4,3,41,95,0.432,63,113.0,0.558,1.41,0.599
345,106,"Darrel Mitchell, G",LSU,31,7.2,1.3,3,41,95,0.432,29,73.0,0.397,1.32,0.539
346,107,"Chris Leanza, G",YALE,27,9.8,1.7,4,47,109,0.431,34,66.0,0.515,1.51,0.597
347,108,"Ted Bell, G",UCRV,24,9.5,2.1,5,50,116,0.431,27,66.0,0.409,1.26,0.56
348,109,"Mark Bigelow, G-F",BYU,31,14.0,2.0,5,62,144,0.431,79,173.0,0.457,1.37,0.543
349,110,"Dalron Johnson, F",UNLV,31,15.4,1.0,2,31,72,0.431,134,287.0,0.467,1.33,0.503
350,111,"Ross Schraeder, G",UCI,28,4.3,1.1,3,31,72,0.431,10,25.0,0.4,1.23,0.582
351,112,"Taron Barker, G",CIN,27,6.5,1.3,3,34,79,0.43,22,63.0,0.349,1.23,0.514
352,113,"Tim Scheer, F",SEMO,24,13.1,1.5,4,37,86,0.43,82,158.0,0.519,1.29,0.564
353,114,"Kyle Buggs, G",UNO,30,7.8,1.2,3,37,86,0.43,53,107.0,0.495,1.21,0.562
354,115,"Tim Begley, G",PENN,27,7.0,1.6,4,43,100,0.43,21,40.0,0.525,1.36,0.611
355,116,"Chris Craig, G",UTEP,28,7.9,1.6,4,46,107,0.43,22,55.0,0.4,1.36,0.562
356,117,"Jake Sullivan, G",ISU,29,17.1,2.1,5,61,142,0.43,107,222.0,0.482,1.37,0.545
357,118,"Jimmy Tricco, G",DUQ,30,10.4,2.5,6,76,177,0.429,30,67.0,0.448,1.28,0.59
358,119,"Antonio Burks, G-F",SFA,28,9.1,1.4,3,39,91,0.429,64,119.0,0.538,1.22,0.583
359,120,"Jordan Mulford, G",SUU,27,4.8,1.1,3,30,70,0.429,5,15.0,0.333,1.52,0.588
360,1,"Jeff Severinghaus, F",DAV,6,7.3,2.0,2,12,12,1.0,4,8.0,0.5,2.2,1.1
361,2,"Kendrick Fink, NA",COOK,1,9.0,2.0,2,2,2,1.0,1,6.0,0.167,1.13,0.5
362,3,"Reggie Brown, G",RICH,3,8.3,2.0,3,6,8,0.75,3,4.0,0.75,2.08,1.0
363,4,"Brendan Winters, G-F",DAV,35,11.7,1.7,3,58,113,0.513,79,167.0,0.473,1.46,0.593
364,5,"Jonathan Schneiderman, G",UIC,29,10.3,2.4,5,69,135,0.511,23,50.0,0.46,1.62,0.684
365,6,"Matt Delzell, G",USD,28,8.0,1.6,3,45,90,0.5,27,68.0,0.397,1.42,0.598
366,7,"Aaron Bond, F",NAU,28,11.5,1.2,2,34,68,0.5,85,161.0,0.528,1.4,0.594
367,8,"Diondre Larmond, F",COOK,7,8.6,1.3,3,9,18,0.5,13,23.0,0.565,1.46,0.646
368,9,"Chris Ferguson, G",NAU,3,13.3,2.7,5,8,16,0.5,5,9.0,0.556,1.6,0.68
369,10,"Andre Logan, F",PRIN,3,12.0,2.0,4,6,12,0.5,7,18.0,0.389,1.2,0.533
370,11,"Bryant Jacobson, G",UTAH,1,12.0,3.0,6,3,6,0.5,1,4.0,0.25,1.2,0.55
371,12,"Jonathan Blackmon, G-F",JKST,1,7.0,1.0,2,1,2,0.5,2,2.0,1.0,1.75,0.875
372,13,"Jeff Schiffner, G",PENN,27,11.7,2.7,5,73,147,0.497,15,45.0,0.333,1.64,0.648
373,14,"Dan Swoger, G",SFU,28,9.7,2.0,4,57,116,0.491,31,75.0,0.413,1.42,0.61
374,15,"Steve Novak, F",MARQ,28,6.1,1.5,3,41,84,0.488,11,20.0,0.55,1.64,0.697
375,16,"Matt Bonner, F",FLA,31,15.7,1.9,4,60,123,0.488,117,214.0,0.547,1.45,0.614
376,17,"Mark Jerz, G",HC,26,5.3,1.2,2,30,62,0.484,11,25.0,0.44,1.57,0.644
377,18,"Mitch Gilfillan, G",LEH,28,4.4,1.0,2,27,56,0.482,16,43.0,0.372,1.23,0.571
378,19,"Tim Parker, G",CHAT,40,12.8,2.3,5,93,193,0.482,64,125.0,0.512,1.6,0.64
379,20,"Quannas White, G",OKLA,30,8.9,1.6,3,47,98,0.48,42,95.0,0.442,1.39,0.583
380,21,"Peter Anderer, G",DAV,26,14.2,3.3,7,86,180,0.478,30,57.0,0.526,1.56,0.671
381,22,"Kyle Korver, F",CREI,33,17.7,3.8,8,124,260,0.477,52,117.0,0.444,1.55,0.631
382,23,"Kent Williams, G",SIU,30,15.3,2.3,5,70,147,0.476,79,180.0,0.439,1.4,0.563
383,24,"Russell Hankins, G",LIP,23,8.0,2.1,4,49,103,0.476,7,23.0,0.304,1.45,0.639
384,25,"Kevin Pittsnogle, C",WVU,29,11.6,1.7,4,49,103,0.476,77,150.0,0.513,1.33,0.595
385,26,"Shawan Robinson, G",CLEM,28,4.9,1.0,2,28,59,0.475,21,50.0,0.42,1.26,0.578
386,27,"Aleem Muhammed, G",MER,29,15.5,2.1,4,60,127,0.472,98,209.0,0.469,1.34,0.56
387,28,"Alex Kragel, G",UNCA,30,11.0,2.0,4,59,127,0.465,58,122.0,0.475,1.33,0.588
388,29,"Pat Carroll, G-F",JOES,29,11.9,2.6,6,76,164,0.463,39,79.0,0.494,1.42,0.63
389,30,"Devin Montgomery, G",PEPP,4,13.3,1.5,3,6,13,0.462,10,15.0,0.667,1.89,0.679
390,31,"T.J. Meerman, G",CMU,30,5.9,1.0,2,29,63,0.46,27,47.0,0.574,1.6,0.641
391,32,"Maceo Wofford, G",IONA,29,9.2,1.6,3,45,98,0.459,36,88.0,0.409,1.43,0.556
392,33,"Matt Jarboe, F",LIP,28,8.1,1.6,4,45,98,0.459,25,58.0,0.431,1.46,0.593
393,34,"Lavelle Felton, G",LT,27,13.7,1.9,4,50,109,0.459,91,180.0,0.506,1.28,0.574
394,35,"Terrence Woods, G",FAMU,28,20.5,5.0,11,139,304,0.457,29,74.0,0.392,1.52,0.628
395,36,"John Quintana, G",SFNY,25,8.3,1.3,3,32,70,0.457,36,97.0,0.371,1.25,0.503
396,37,"David Palmer, F",SUU,28,11.7,2.1,5,58,127,0.457,56,115.0,0.487,1.35,0.591
397,38,"Thomas Kelati, G-F",WSU,27,10.0,2.3,5,62,136,0.456,29,77.0,0.377,1.26,0.573
398,39,"Chez Marks, G",MORE,29,17.4,2.8,6,82,180,0.456,99,155.0,0.639,1.51,0.663
399,40,"Richard Midgley, G",CAL,29,9.5,1.4,3,41,90,0.456,44,88.0,0.5,1.54,0.593
400,41,"Jeff Severinghaus, F",DAV,6,7.3,2.0,2,12,12,1.0,4,8.0,0.5,2.2,1.1
401,42,"Kendrick Fink, NA",COOK,1,9.0,2.0,2,2,2,1.0,1,6.0,0.167,1.13,0.5
402,43,"Reggie Brown, G",RICH,3,8.3,2.0,3,6,8,0.75,3,4.0,0.75,2.08,1.0
403,44,"Brendan Winters, G-F",DAV,35,11.7,1.7,3,58,113,0.513,79,167.0,0.473,1.46,0.593
404,45,"Jonathan Schneiderman, G",UIC,29,10.3,2.4,5,69,135,0.511,23,50.0,0.46,1.62,0.684
405,46,"Matt Delzell, G",USD,28,8.0,1.6,3,45,90,0.5,27,68.0,0.397,1.42,0.598
406,47,"Aaron Bond, F",NAU,28,11.5,1.2,2,34,68,0.5,85,161.0,0.528,1.4,0.594
407,48,"Diondre Larmond, F",COOK,7,8.6,1.3,3,9,18,0.5,13,23.0,0.565,1.46,0.646
408,49,"Chris Ferguson, G",NAU,3,13.3,2.7,5,8,16,0.5,5,9.0,0.556,1.6,0.68
409,50,"Andre Logan, F",PRIN,3,12.0,2.0,4,6,12,0.5,7,18.0,0.389,1.2,0.533
410,51,"Bryant Jacobson, G",UTAH,1,12.0,3.0,6,3,6,0.5,1,4.0,0.25,1.2,0.55
411,52,"Jonathan Blackmon, G-F",JKST,1,7.0,1.0,2,1,2,0.5,2,2.0,1.0,1.75,0.875
412,53,"Jeff Schiffner, G",PENN,27,11.7,2.7,5,73,147,0.497,15,45.0,0.333,1.64,0.648
413,54,"Dan Swoger, G",SFU,28,9.7,2.0,4,57,116,0.491,31,75.0,0.413,1.42,0.61
414,55,"Steve Novak, F",MARQ,28,6.1,1.5,3,41,84,0.488,11,20.0,0.55,1.64,0.697
415,56,"Matt Bonner, F",FLA,31,15.7,1.9,4,60,123,0.488,117,214.0,0.547,1.45,0.614
416,57,"Mark Jerz, G",HC,26,5.3,1.2,2,30,62,0.484,11,25.0,0.44,1.57,0.644
417,58,"Mitch Gilfillan, G",LEH,28,4.4,1.0,2,27,56,0.482,16,43.0,0.372,1.23,0.571
418,59,"Tim Parker, G",CHAT,40,12.8,2.3,5,93,193,0.482,64,125.0,0.512,1.6,0.64
419,60,"Quannas White, G",OKLA,30,8.9,1.6,3,47,98,0.48,42,95.0,0.442,1.39,0.583
420,61,"Peter Anderer, G",DAV,26,14.2,3.3,7,86,180,0.478,30,57.0,0.526,1.56,0.671
421,62,"Kyle Korver, F",CREI,33,17.7,3.8,8,124,260,0.477,52,117.0,0.444,1.55,0.631
422,63,"Kent Williams, G",SIU,30,15.3,2.3,5,70,147,0.476,79,180.0,0.439,1.4,0.563
423,64,"Russell Hankins, G",LIP,23,8.0,2.1,4,49,103,0.476,7,23.0,0.304,1.45,0.639
424,65,"Kevin Pittsnogle, C",WVU,29,11.6,1.7,4,49,103,0.476,77,150.0,0.513,1.33,0.595
425,66,"Shawan Robinson, G",CLEM,28,4.9,1.0,2,28,59,0.475,21,50.0,0.42,1.26,0.578
426,67,"Aleem Muhammed, G",MER,29,15.5,2.1,4,60,127,0.472,98,209.0,0.469,1.34,0.56
427,68,"Alex Kragel, G",UNCA,30,11.0,2.0,4,59,127,0.465,58,122.0,0.475,1.33,0.588
428,69,"Pat Carroll, G-F",JOES,29,11.9,2.6,6,76,164,0.463,39,79.0,0.494,1.42,0.63
429,70,"Devin Montgomery, G",PEPP,4,13.3,1.5,3,6,13,0.462,10,15.0,0.667,1.89,0.679
430,71,"T.J. Meerman, G",CMU,30,5.9,1.0,2,29,63,0.46,27,47.0,0.574,1.6,0.641
431,72,"Maceo Wofford, G",IONA,29,9.2,1.6,3,45,98,0.459,36,88.0,0.409,1.43,0.556
432,73,"Matt Jarboe, F",LIP,28,8.1,1.6,4,45,98,0.459,25,58.0,0.431,1.46,0.593
433,74,"Lavelle Felton, G",LT,27,13.7,1.9,4,50,109,0.459,91,180.0,0.506,1.28,0.574
434,75,"Terrence Woods, G",FAMU,28,20.5,5.0,11,139,304,0.457,29,74.0,0.392,1.52,0.628
435,76,"John Quintana, G",SFNY,25,8.3,1.3,3,32,70,0.457,36,97.0,0.371,1.25,0.503
436,77,"David Palmer, F",SUU,28,11.7,2.1,5,58,127,0.457,56,115.0,0.487,1.35,0.591
437,78,"Thomas Kelati, G-F",WSU,27,10.0,2.3,5,62,136,0.456,29,77.0,0.377,1.26,0.573
438,79,"Chez Marks, G",MORE,29,17.4,2.8,6,82,180,0.456,99,155.0,0.639,1.51,0.663
439,80,"Richard Midgley, G",CAL,29,9.5,1.4,3,41,90,0.456,44,88.0,0.5,1.54,0.593
440,81,"Jeff Severinghaus, F",DAV,6,7.3,2.0,2,12,12,1.0,4,8.0,0.5,2.2,1.1
441,82,"Kendrick Fink, NA",COOK,1,9.0,2.0,2,2,2,1.0,1,6.0,0.167,1.13,0.5
442,83,"Reggie Brown, G",RICH,3,8.3,2.0,3,6,8,0.75,3,4.0,0.75,2.08,1.0
443,84,"Brendan Winters, G-F",DAV,35,11.7,1.7,3,58,113,0.513,79,167.0,0.473,1.46,0.593
444,85,"Jonathan Schneiderman, G",UIC,29,10.3,2.4,5,69,135,0.511,23,50.0,0.46,1.62,0.684
445,86,"Matt Delzell, G",USD,28,8.0,1.6,3,45,90,0.5,27,68.0,0.397,1.42,0.598
446,87,"Aaron Bond, F",NAU,28,11.5,1.2,2,34,68,0.5,85,161.0,0.528,1.4,0.594
447,88,"Diondre Larmond, F",COOK,7,8.6,1.3,3,9,18,0.5,13,23.0,0.565,1.46,0.646
448,89,"Chris Ferguson, G",NAU,3,13.3,2.7,5,8,16,0.5,5,9.0,0.556,1.6,0.68
449,90,"Andre Logan, F",PRIN,3,12.0,2.0,4,6,12,0.5,7,18.0,0.389,1.2,0.533
450,91,"Bryant Jacobson, G",UTAH,1,12.0,3.0,6,3,6,0.5,1,4.0,0.25,1.2,0.55
451,92,"Jonathan Blackmon, G-F",JKST,1,7.0,1.0,2,1,2,0.5,2,2.0,1.0,1.75,0.875
452,93,"Jeff Schiffner, G",PENN,27,11.7,2.7,5,73,147,0.497,15,45.0,0.333,1.64,0.648
453,94,"Dan Swoger, G",SFU,28,9.7,2.0,4,57,116,0.491,31,75.0,0.413,1.42,0.61
454,95,"Steve Novak, F",MARQ,28,6.1,1.5,3,41,84,0.488,11,20.0,0.55,1.64,0.697
455,96,"Matt Bonner, F",FLA,31,15.7,1.9,4,60,123,0.488,117,214.0,0.547,1.45,0.614
456,97,"Mark Jerz, G",HC,26,5.3,1.2,2,30,62,0.484,11,25.0,0.44,1.57,0.644
457,98,"Mitch Gilfillan, G",LEH,28,4.4,1.0,2,27,56,0.482,16,43.0,0.372,1.23,0.571
458,99,"Tim Parker, G",CHAT,40,12.8,2.3,5,93,193,0.482,64,125.0,0.512,1.6,0.64
459,100,"Quannas White, G",OKLA,30,8.9,1.6,3,47,98,0.48,42,95.0,0.442,1.39,0.583
460,101,"Peter Anderer, G",DAV,26,14.2,3.3,7,86,180,0.478,30,57.0,0.526,1.56,0.671
461,102,"Kyle Korver, F",CREI,33,17.7,3.8,8,124,260,0.477,52,117.0,0.444,1.55,0.631
462,103,"Kent Williams, G",SIU,30,15.3,2.3,5,70,147,0.476,79,180.0,0.439,1.4,0.563
463,104,"Russell Hankins, G",LIP,23,8.0,2.1,4,49,103,0.476,7,23.0,0.304,1.45,0.639
464,105,"Kevin Pittsnogle, C",WVU,29,11.6,1.7,4,49,103,0.476,77,150.0,0.513,1.33,0.595
465,106,"Shawan Robinson, G",CLEM,28,4.9,1.0,2,28,59,0.475,21,50.0,0.42,1.26,0.578
466,107,"Aleem Muhammed, G",MER,29,15.5,2.1,4,60,127,0.472,98,209.0,0.469,1.34,0.56
467,108,"Alex Kragel, G",UNCA,30,11.0,2.0,4,59,127,0.465,58,122.0,0.475,1.33,0.588
468,109,"Pat Carroll, G-F",JOES,29,11.9,2.6,6,76,164,0.463,39,79.0,0.494,1.42,0.63
469,110,"Devin Montgomery, G",PEPP,4,13.3,1.5,3,6,13,0.462,10,15.0,0.667,1.89,0.679
470,111,"T.J. Meerman, G",CMU,30,5.9,1.0,2,29,63,0.46,27,47.0,0.574,1.6,0.641
471,112,"Maceo Wofford, G",IONA,29,9.2,1.6,3,45,98,0.459,36,88.0,0.409,1.43,0.556
472,113,"Matt Jarboe, F",LIP,28,8.1,1.6,4,45,98,0.459,25,58.0,0.431,1.46,0.593
473,114,"Lavelle Felton, G",LT,27,13.7,1.9,4,50,109,0.459,91,180.0,0.506,1.28,0.574
474,115,"Terrence Woods, G",FAMU,28,20.5,5.0,11,139,304,0.457,29,74.0,0.392,1.52,0.628
475,116,"John Quintana, G",SFNY,25,8.3,1.3,3,32,70,0.457,36,97.0,0.371,1.25,0.503
476,117,"David Palmer, F",SUU,28,11.7,2.1,5,58,127,0.457,56,115.0,0.487,1.35,0.591
477,118,"Thomas Kelati, G-F",WSU,27,10.0,2.3,5,62,136,0.456,29,77.0,0.377,1.26,0.573
478,119,"Chez Marks, G",MORE,29,17.4,2.8,6,82,180,0.456,99,155.0,0.639,1.51,0.663
479,120,"Richard Midgley, G",CAL,29,9.5,1.4,3,41,90,0.456,44,88.0,0.5,1.54,0.593
480,1,"Brian Conklin, F",NEB,28,7.4,2.0,4,56,99,0.566,12,27.0,0.444,1.64,0.762
