,RK,PLAYER,TEAM,GP,PPG,FGM,FGA,total_FGM,total_FGA,FG%,2PM,2PA,2P%,PPS,adj_FG%
241,2,"Sean Finn, C",DAY,29,10.0,4.2,5.9,122,172,0.709,122,172,0.709,1.68,0.709
242,3,"Duane Lightfoot Jr., G-F",BUT,30,10.9,4.7,6.9,140,208,0.673,139,203,0.685,1.57,0.675
243,4,"Adam Mark, F",BEL,28,16.4,7.1,10.6,199,297,0.67,180,249,0.723,1.54,0.702
244,5,"Rickey White, F",MAINE,24,13.2,5.5,8.3,131,198,0.662,129,191,0.675,1.6,0.667
245,6,"Jon Bentley, F-C",EKY,28,11.9,4.8,7.4,135,206,0.655,132,190,0.695,1.62,0.663
246,7,"Spencer Nelson, F",USU,32,10.2,3.5,5.3,112,171,0.655,110,162,0.679,1.9,0.661
247,8,"Vance Lawhorn, F",LBSU,26,9.7,3.6,5.5,93,142,0.655,93,141,0.66,1.77,0.655
248,9,"Matt Nelson, C",CSU,30,16.9,6.6,10.0,197,301,0.654,197,301,0.654,1.68,0.654
249,10,"Wayne Simien, F",KU,16,14.8,5.9,9.2,95,147,0.646,95,147,0.646,1.61,0.646
250,11,"Armond Williams, F",UIC,29,13.4,5.5,8.6,160,248,0.645,160,248,0.645,1.57,0.645
251,12,"Greg Morgan, F",TNTC,32,9.1,3.7,5.7,118,183,0.645,118,183,0.645,1.6,0.645
252,13,"David Lee, F",FLA,31,10.7,4.4,6.8,135,210,0.643,135,210,0.643,1.58,0.643
253,14,"Christopher Sockwell, F",SFNY,30,10.8,4.5,7.1,135,212,0.637,135,212,0.637,1.52,0.637
254,15,"Chris Kaman, C",CMU,29,22.7,7.9,12.4,228,361,0.632,228,361,0.632,1.82,0.632
255,16,"Ontario Lett, F",PITT,30,9.9,3.9,6.2,118,187,0.631,118,187,0.631,1.58,0.631
256,17,"Josh Lewis, C",PEAY,30,12.6,4.6,7.4,139,221,0.629,139,221,0.629,1.71,0.629
257,18,"Mike Benton, C",COFC,30,9.1,3.8,6.1,115,183,0.628,115,183,0.628,1.49,0.628
258,19,"Todor Pandov, F",WKU,1,12.0,5.0,8.0,5,8,0.625,5,8,0.625,1.5,0.625
259,20,"Mike Harris, F",RICE,28,15.3,6.1,9.9,172,276,0.623,164,259,0.633,1.55,0.638
260,21,"Jason Keep, C",USD,29,18.2,6.6,10.7,191,309,0.618,190,307,0.619,1.71,0.62
261,22,"Alaivaa Nuualiitia, F",BRWN,28,12.8,4.4,7.1,123,199,0.618,120,192,0.625,1.79,0.626
262,23,"Marvin Black, F",MRSH,29,11.3,4.3,7.0,125,204,0.613,122,193,0.632,1.6,0.62
263,24,"Justin Rowe, C",MAINE,25,10.3,4.0,6.5,99,162,0.611,99,162,0.611,1.59,0.611
264,25,"Ben McGonagil, C",UNCA,30,14.2,4.6,7.5,138,226,0.611,138,226,0.611,1.88,0.611
265,26,"David Gruber, C",UNI,28,13.3,5.0,8.3,141,231,0.61,141,231,0.61,1.61,0.61
266,27,"Omar Barlett, F",JVST,31,15.2,6.0,9.9,187,307,0.609,187,306,0.611,1.54,0.609
267,28,"Ike Diogu, F-C",ASU,30,19.1,6.5,10.7,196,322,0.609,189,300,0.63,1.78,0.62
268,29,"Dylan Page, F",MILW,31,17.7,6.6,10.9,205,337,0.608,189,285,0.663,1.63,0.632
269,30,"Andre Patterson, F",UCLA,24,7.5,3.2,5.2,76,125,0.608,76,125,0.608,1.44,0.608
270,31,"Roger Powell Jr., F",ILL,28,9.2,3.6,6.0,102,168,0.607,82,123,0.667,1.53,0.667
271,32,"Pierre Johnson, F",HART,29,11.4,4.9,8.1,143,236,0.606,143,236,0.606,1.4,0.606
272,33,"Michael Southall, C",ULL,26,13.0,5.0,8.3,130,215,0.605,130,215,0.605,1.57,0.605
273,34,"Chris Massie, F",MEM,22,16.5,6.5,10.8,143,237,0.603,143,237,0.603,1.54,0.603
274,35,"Juan Mendez, F",NIAG,29,18.4,7.1,11.9,207,344,0.602,207,341,0.607,1.55,0.602
275,36,"Ashley Champion, F",CHAT,40,15.6,5.8,9.7,233,388,0.601,203,308,0.659,1.61,0.639
276,37,"Steve Smith, F",IONA,28,12.8,5.3,8.8,147,245,0.6,147,245,0.6,1.46,0.6
277,38,"Jackie Rogers, F",UMASS,29,12.9,5.1,8.5,148,247,0.599,148,247,0.599,1.52,0.599
278,39,"Sylbrin Robinson, F",NE,27,11.4,4.6,7.6,123,206,0.597,106,172,0.616,1.5,0.638
279,40,"Cuthbert Victor, F",MURR,29,15.3,5.9,9.8,170,285,0.596,159,249,0.639,1.55,0.616
280,41,"Alphonso Pugh, F",CHAT,40,7.9,3.0,5.1,121,203,0.596,115,194,0.593,1.56,0.611
281,42,"Charles White, F",CHSO,28,12.1,4.9,8.2,137,230,0.596,137,230,0.596,1.47,0.596
282,43,"Cedric Williams, F",ULL,27,7.9,3.3,5.6,89,150,0.593,89,150,0.593,1.42,0.593
283,44,"Wesley Duke, F",MER,29,9.3,3.1,5.2,90,152,0.592,90,149,0.604,1.78,0.592
284,45,"Mario Grove, F",HOW,30,7.0,3.0,5.1,90,152,0.592,90,152,0.592,1.38,0.592
285,46,"Craig Smith, F",BC,29,19.8,7.7,13.1,224,379,0.591,221,364,0.607,1.51,0.595
286,47,"Trevor Harvey, C",FSU,29,8.4,3.3,5.6,95,161,0.59,95,161,0.59,1.51,0.59
287,48,"Channing Frye, C",ARIZ,28,12.5,5.0,8.5,141,239,0.59,141,238,0.592,1.46,0.59
288,49,"Jerry Holman, F",MINN,28,9.9,4.1,7.0,116,197,0.589,116,197,0.589,1.4,0.589
289,50,"Jermaine Hill, C",FAMU,29,13.2,5.0,8.4,144,245,0.588,144,245,0.588,1.56,0.588
290,51,"Damien Kinloch, F",TNTC,32,16.3,5.6,9.6,180,307,0.586,180,307,0.586,1.7,0.586
291,52,"Pops Mensah-Bonsu, F",GW,29,10.1,3.6,6.1,103,176,0.585,103,176,0.585,1.66,0.585
292,53,"James Moore, F",NMSU,23,18.8,6.8,11.6,156,267,0.584,156,263,0.593,1.62,0.584
293,54,"Brandon Robinson, F",AUB,17,8.5,3.4,5.8,57,98,0.582,56,91,0.615,1.47,0.587
294,55,"Scott Emerson, F",MER,28,15.1,5.9,10.1,164,282,0.582,141,223,0.632,1.5,0.622
295,56,"Frank Bennett, F",GASO,29,14.7,5.7,9.8,165,284,0.581,165,278,0.594,1.5,0.581
296,57,"Kevin Henry, F",SUU,28,7.3,3.0,5.1,83,143,0.58,82,141,0.582,1.43,0.584
297,58,"David Simon, C",IPFW,30,10.6,3.7,6.4,112,193,0.58,112,193,0.58,1.65,0.58
298,59,"Emeka Okafor, F-C",CONN,30,15.5,6.5,11.3,196,338,0.58,196,338,0.58,1.38,0.58
299,60,"Demetrius Williams, F-C",L-IL,30,10.3,3.7,6.3,110,190,0.579,110,189,0.582,1.63,0.579
300,61,"Brody Deren, C",CREI,33,7.9,3.5,6.0,114,197,0.579,114,197,0.579,1.32,0.579
301,62,"Jermaine Hall, F",WAG,31,21.6,8.6,15.0,268,464,0.578,261,439,0.595,1.44,0.585
302,63,"Ian Caskill, C",JMU,30,11.6,4.6,8.0,138,239,0.577,138,238,0.58,1.46,0.577
303,64,"Marquis Estill, F",UK,32,10.9,4.3,7.5,139,241,0.577,138,235,0.587,1.45,0.579
304,65,"Joey Walker, F",UTM,26,16.0,6.2,10.8,162,281,0.577,152,252,0.603,1.48,0.594
305,66,"Chad McKnight, F",MORE,28,7.3,3.1,5.4,87,151,0.576,87,151,0.576,1.35,0.576
306,67,"Erik Daniels, F",UK,28,9.9,4.5,7.8,125,217,0.576,121,205,0.59,1.28,0.585
307,68,"John Shehan, F",APP,29,9.8,3.8,6.6,110,191,0.576,110,191,0.576,1.49,0.576
308,69,"Jernavis Draughn, F",AMER,30,8.3,3.4,6.0,103,179,0.575,103,179,0.575,1.39,0.575
309,70,"Aaron Andrews, C",MORG,26,9.5,3.9,6.8,101,176,0.574,101,176,0.574,1.4,0.574
310,71,"Ardo Armpalu, F-C",MRSH,28,7.3,3.1,5.4,86,150,0.573,86,150,0.573,1.37,0.573
311,72,"Rafael Araujo, C",BYU,31,12.2,4.9,8.6,153,267,0.573,150,257,0.584,1.41,0.579
312,73,"Henry Williams, F",USA,28,11.4,4.6,8.1,130,227,0.573,130,227,0.573,1.4,0.573
313,74,"Josh Powell, F",NCST,30,12.3,4.6,8.0,138,241,0.573,129,218,0.592,1.53,0.591
314,75,"Brandon Griffin, C",SEMO,30,11.9,5.0,8.7,150,262,0.573,149,261,0.571,1.36,0.574
315,76,"Phillip Ramelli, C",SAM,28,11.5,4.5,7.9,127,222,0.572,107,179,0.598,1.45,0.617
316,77,"Kevin Bookout, F",OKLA,30,9.3,4.1,7.2,124,217,0.571,124,217,0.571,1.28,0.571
317,78,"T.J. McHugh, F",YALE,27,10.6,4.0,7.0,108,189,0.571,108,189,0.571,1.51,0.571
318,79,"Derek Bell, F",LIU,28,7.7,3.4,6.0,96,168,0.571,96,168,0.571,1.28,0.571
319,80,"Devin Montgomery, G",PEPP,4,13.3,4.0,7.0,16,28,0.571,10,15,0.667,1.89,0.679
320,81,"Danny Gathings, F",HP,24,18.7,7.9,13.9,190,333,0.571,187,312,0.599,1.35,0.575
321,82,"Cortney Scott, F",OAK,23,14.5,5.7,9.9,130,228,0.57,129,224,0.576,1.46,0.572
322,83,"Brandon Crump, F",TENN,28,11.0,4.4,7.7,123,216,0.569,123,216,0.569,1.42,0.569
323,84,"Josh Murray, F",IUPU,30,12.7,4.7,8.3,141,248,0.569,135,231,0.584,1.53,0.581
324,85,"Rob Dill, F",LAF,29,9.8,4.1,7.2,118,208,0.567,118,207,0.57,1.37,0.567
325,86,"Chris Davis, F",CSN,29,8.1,3.2,5.7,93,164,0.567,93,164,0.567,1.43,0.567
326,87,"Marco Killingsworth, F",AUB,31,13.6,5.1,9.1,159,281,0.566,146,248,0.589,1.51,0.589
327,88,"Chudi Chinweze, F",TCU,22,8.4,3.0,5.2,65,115,0.565,65,115,0.565,1.6,0.565
328,89,"Eric Castro, F",SMU,30,9.0,3.5,6.2,105,186,0.565,93,158,0.589,1.45,0.597
329,90,"J.K. Edwards, F",UNLV,31,9.2,3.5,6.3,110,195,0.564,110,195,0.564,1.46,0.564
330,91,"Sharrod Ford, F",CLEM,28,7.5,3.1,5.6,88,156,0.564,88,156,0.564,1.34,0.564
331,92,"Josiah James, F",BSC,28,13.7,5.0,8.9,141,250,0.564,141,248,0.569,1.54,0.564
332,93,"Patrick Whearty, C",HC,30,12.4,4.6,8.1,137,243,0.564,136,242,0.562,1.53,0.566
333,94,"Chris Hester, G",EWU,30,13.9,5.2,9.2,156,277,0.563,156,277,0.563,1.5,0.563
334,95,"Robert Jackson, F",MARQ,28,15.8,5.9,10.5,165,293,0.563,165,293,0.563,1.51,0.563
335,96,"Stephan Bachmann, F",WEB,31,7.2,2.8,5.0,87,155,0.561,81,144,0.563,1.45,0.581
336,97,"Chad Hartman, F",LIP,28,11.3,4.1,7.3,115,205,0.561,110,188,0.585,1.55,0.573
337,98,"Rob Little, C",STAN,31,8.6,3.4,6.1,106,189,0.561,106,189,0.561,1.41,0.561
338,99,"Lewis Arline, F",LAM,27,9.1,3.1,5.6,84,150,0.56,84,150,0.56,1.65,0.56
339,100,"Jaime Lloreda, F",LSU,29,12.0,4.7,8.4,136,243,0.56,136,242,0.562,1.44,0.56
340,101,"Adrian Henning, F",PEAY,30,15.4,5.6,10.1,169,302,0.56,147,248,0.593,1.53,0.596
341,102,"Eric Taylor, F-C",COR,27,12.8,5.2,9.3,141,252,0.56,141,248,0.569,1.37,0.56
342,103,"Scott Henry, F",IDST,29,11.7,4.7,8.4,137,245,0.559,136,244,0.557,1.38,0.561
343,104,"Raitis Grafs, C",VALP,30,16.8,6.2,11.1,186,333,0.559,171,286,0.598,1.51,0.581
344,105,"Chris Jackson, C",NMSU,23,10.0,3.7,6.7,86,154,0.558,86,154,0.558,1.49,0.558
345,106,"Justin Hamilton, G",FLA,31,7.8,3.0,5.3,92,165,0.558,70,109,0.642,1.47,0.624
346,107,"Jerald Fields, F",ETSU,30,12.7,4.5,8.1,136,244,0.557,120,200,0.6,1.56,0.59
347,108,"William Pippen, F",MTSU,30,15.5,6.5,11.7,196,352,0.557,163,270,0.604,1.32,0.604
348,109,"Luis Rivas, F",WIU,28,12.0,4.9,8.9,138,248,0.556,138,248,0.556,1.35,0.556
349,110,"Rich Pittman, F",CCSU,28,9.5,3.5,6.4,99,178,0.556,99,178,0.556,1.49,0.556
350,111,"Peter Cipriano, F",SOU,29,10.3,4.1,7.4,119,214,0.556,117,209,0.56,1.4,0.561
351,112,"Ryan Prillman, F",EMU,28,17.1,6.3,11.3,175,315,0.556,175,315,0.556,1.52,0.556
352,113,"Chris Bosh, F",GT,28,15.4,5.4,9.6,150,270,0.556,131,227,0.577,1.6,0.591
353,114,"Greg Jenkins, F-C",IONA,5,13.4,5.0,9.0,25,45,0.556,25,45,0.556,1.49,0.556
354,115,"Nick Sinville, F",TULN,30,8.4,3.7,6.7,111,200,0.555,111,200,0.555,1.27,0.555
355,116,"Mike Mackell, C",SDSU,28,14.8,5.6,10.1,156,282,0.553,156,282,0.553,1.46,0.553
356,117,"Ronnie Clark, F",CSU,32,11.0,4.1,7.3,130,235,0.553,130,234,0.556,1.49,0.553
357,118,"Justin Davis, F",STAN,26,10.4,3.8,6.9,99,179,0.553,99,179,0.553,1.51,0.553
358,119,"Matt Siebrandt, F",KSU,29,11.0,4.6,8.2,132,239,0.552,132,239,0.552,1.33,0.552
359,120,"Jackson Vroman, F-C",ISU,29,12.4,5.0,9.0,144,261,0.552,144,255,0.565,1.38,0.552
360,1,"Chevon Troutman, F",PITT,28,11.0,4.4,6.1,123,171,0.719,122,165,0.739,1.8,0.722
361,2,"Sean Finn, C",DAY,29,10.0,4.2,5.9,122,172,0.709,122,172,0.709,1.68,0.709
362,3,"Duane Lightfoot Jr., G-F",BUT,30,10.9,4.7,6.9,140,208,0.673,139,203,0.685,1.57,0.675
363,4,"Adam Mark, F",BEL,28,16.4,7.1,10.6,199,297,0.67,180,249,0.723,1.54,0.702
364,5,"Rickey White, F",MAINE,24,13.2,5.5,8.3,131,198,0.662,129,191,0.675,1.6,0.667
365,6,"Jon Bentley, F-C",EKY,28,11.9,4.8,7.4,135,206,0.655,132,190,0.695,1.62,0.663
366,7,"Spencer Nelson, F",USU,32,10.2,3.5,5.3,112,171,0.655,110,162,0.679,1.9,0.661
367,8,"Vance Lawhorn, F",LBSU,26,9.7,3.6,5.5,93,142,0.655,93,141,0.66,1.77,0.655
368,9,"Matt Nelson, C",CSU,30,16.9,6.6,10.0,197,301,0.654,197,301,0.654,1.68,0.654
369,10,"Wayne Simien, F",KU,16,14.8,5.9,9.2,95,147,0.646,95,147,0.646,1.61,0.646
370,11,"Armond Williams, F",UIC,29,13.4,5.5,8.6,160,248,0.645,160,248,0.645,1.57,0.645
371,12,"Greg Morgan, F",TNTC,32,9.1,3.7,5.7,118,183,0.645,118,183,0.645,1.6,0.645
372,13,"David Lee, F",FLA,31,10.7,4.4,6.8,135,210,0.643,135,210,0.643,1.58,0.643
373,14,"Christopher Sockwell, F",SFNY,30,10.8,4.5,7.1,135,212,0.637,135,212,0.637,1.52,0.637
374,15,"Chris Kaman, C",CMU,29,22.7,7.9,12.4,228,361,0.632,228,361,0.632,1.82,0.632
375,16,"Ontario Lett, F",PITT,30,9.9,3.9,6.2,118,187,0.631,118,187,0.631,1.58,0.631
376,17,"Josh Lewis, C",PEAY,30,12.6,4.6,7.4,139,221,0.629,139,221,0.629,1.71,0.629
377,18,"Mike Benton, C",COFC,30,9.1,3.8,6.1,115,183,0.628,115,183,0.628,1.49,0.628
378,19,"Todor Pandov, F",WKU,1,12.0,5.0,8.0,5,8,0.625,5,8,0.625,1.5,0.625
379,20,"Mike Harris, F",RICE,28,15.3,6.1,9.9,172,276,0.623,164,259,0.633,1.55,0.638
380,21,"Jason Keep, C",USD,29,18.2,6.6,10.7,191,309,0.618,190,307,0.619,1.71,0.62
381,22,"Alaivaa Nuualiitia, F",BRWN,28,12.8,4.4,7.1,123,199,0.618,120,192,0.625,1.79,0.626
382,23,"Marvin Black, F",MRSH,29,11.3,4.3,7.0,125,204,0.613,122,193,0.632,1.6,0.62
383,24,"Justin Rowe, C",MAINE,25,10.3,4.0,6.5,99,162,0.611,99,162,0.611,1.59,0.611
384,25,"Ben McGonagil, C",UNCA,30,14.2,4.6,7.5,138,226,0.611,138,226,0.611,1.88,0.611
385,26,"David Gruber, C",UNI,28,13.3,5.0,8.3,141,231,0.61,141,231,0.61,1.61,0.61
386,27,"Omar Barlett, F",JVST,31,15.2,6.0,9.9,187,307,0.609,187,306,0.611,1.54,0.609
387,28,"Ike Diogu, F-C",ASU,30,19.1,6.5,10.7,196,322,0.609,189,300,0.63,1.78,0.62
388,29,"Dylan Page, F",MILW,31,17.7,6.6,10.9,205,337,0.608,189,285,0.663,1.63,0.632
389,30,"Andre Patterson, F",UCLA,24,7.5,3.2,5.2,76,125,0.608,76,125,0.608,1.44,0.608
390,31,"Roger Powell Jr., F",ILL,28,9.2,3.6,6.0,102,168,0.607,82,123,0.667,1.53,0.667
391,32,"Pierre Johnson, F",HART,29,11.4,4.9,8.1,143,236,0.606,143,236,0.606,1.4,0.606
392,33,"Michael Southall, C",ULL,26,13.0,5.0,8.3,130,215,0.605,130,215,0.605,1.57,0.605
393,34,"Chris Massie, F",MEM,22,16.5,6.5,10.8,143,237,0.603,143,237,0.603,1.54,0.603
394,35,"Juan Mendez, F",NIAG,29,18.4,7.1,11.9,207,344,0.602,207,341,0.607,1.55,0.602
395,36,"Ashley Champion, F",CHAT,40,15.6,5.8,9.7,233,388,0.601,203,308,0.659,1.61,0.639
396,37,"Steve Smith, F",IONA,28,12.8,5.3,8.8,147,245,0.6,147,245,0.6,1.46,0.6
397,38,"Jackie Rogers, F",UMASS,29,12.9,5.1,8.5,148,247,0.599,148,247,0.599,1.52,0.599
398,39,"Sylbrin Robinson, F",NE,27,11.4,4.6,7.6,123,206,0.597,106,172,0.616,1.5,0.638
399,40,"Cuthbert Victor, F",MURR,29,15.3,5.9,9.8,170,285,0.596,159,249,0.639,1.55,0.616
400,41,"Chevon Troutman, F",PITT,28,11.0,4.4,6.1,123,171,0.719,122,165,0.739,1.8,0.722
401,42,"Sean Finn, C",DAY,29,10.0,4.2,5.9,122,172,0.709,122,172,0.709,1.68,0.709
402,43,"Duane Lightfoot Jr., G-F",BUT,30,10.9,4.7,6.9,140,208,0.673,139,203,0.685,1.57,0.675
403,44,"Adam Mark, F",BEL,28,16.4,7.1,10.6,199,297,0.67,180,249,0.723,1.54,0.702
404,45,"Rickey White, F",MAINE,24,13.2,5.5,8.3,131,198,0.662,129,191,0.675,1.6,0.667
405,46,"Jon Bentley, F-C",EKY,28,11.9,4.8,7.4,135,206,0.655,132,190,0.695,1.62,0.663
406,47,"Spencer Nelson, F",USU,32,10.2,3.5,5.3,112,171,0.655,110,162,0.679,1.9,0.661
407,48,"Vance Lawhorn, F",LBSU,26,9.7,3.6,5.5,93,142,0.655,93,141,0.66,1.77,0.655
408,49,"Matt Nelson, C",CSU,30,16.9,6.6,10.0,197,301,0.654,197,301,0.654,1.68,0.654
409,50,"Wayne Simien, F",KU,16,14.8,5.9,9.2,95,147,0.646,95,147,0.646,1.61,0.646
410,51,"Armond Williams, F",UIC,29,13.4,5.5,8.6,160,248,0.645,160,248,0.645,1.57,0.645
411,52,"Greg Morgan, F",TNTC,32,9.1,3.7,5.7,118,183,0.645,118,183,0.645,1.6,0.645
412,53,"David Lee, F",FLA,31,10.7,4.4,6.8,135,210,0.643,135,210,0.643,1.58,0.643
413,54,"Christopher Sockwell, F",SFNY,30,10.8,4.5,7.1,135,212,0.637,135,212,0.637,1.52,0.637
414,55,"Chris Kaman, C",CMU,29,22.7,7.9,12.4,228,361,0.632,228,361,0.632,1.82,0.632
415,56,"Ontario Lett, F",PITT,30,9.9,3.9,6.2,118,187,0.631,118,187,0.631,1.58,0.631
416,57,"Josh Lewis, C",PEAY,30,12.6,4.6,7.4,139,221,0.629,139,221,0.629,1.71,0.629
417,58,"Mike Benton, C",COFC,30,9.1,3.8,6.1,115,183,0.628,115,183,0.628,1.49,0.628
418,59,"Todor Pandov, F",WKU,1,12.0,5.0,8.0,5,8,0.625,5,8,0.625,1.5,0.625
419,60,"Mike Harris, F",RICE,28,15.3,6.1,9.9,172,276,0.623,164,259,0.633,1.55,0.638
420,61,"Jason Keep, C",USD,29,18.2,6.6,10.7,191,309,0.618,190,307,0.619,1.71,0.62
421,62,"Alaivaa Nuualiitia, F",BRWN,28,12.8,4.4,7.1,123,199,0.618,120,192,0.625,1.79,0.626
422,63,"Marvin Black, F",MRSH,29,11.3,4.3,7.0,125,204,0.613,122,193,0.632,1.6,0.62
423,64,"Justin Rowe, C",MAINE,25,10.3,4.0,6.5,99,162,0.611,99,162,0.611,1.59,0.611
424,65,"Ben McGonagil, C",UNCA,30,14.2,4.6,7.5,138,226,0.611,138,226,0.611,1.88,0.611
425,66,"David Gruber, C",UNI,28,13.3,5.0,8.3,141,231,0.61,141,231,0.61,1.61,0.61
426,67,"Omar Barlett, F",JVST,31,15.2,6.0,9.9,187,307,0.609,187,306,0.611,1.54,0.609
427,68,"Ike Diogu, F-C",ASU,30,19.1,6.5,10.7,196,322,0.609,189,300,0.63,1.78,0.62
428,69,"Dylan Page, F",MILW,31,17.7,6.6,10.9,205,337,0.608,189,285,0.663,1.63,0.632
429,70,"Andre Patterson, F",UCLA,24,7.5,3.2,5.2,76,125,0.608,76,125,0.608,1.44,0.608
430,71,"Roger Powell Jr., F",ILL,28,9.2,3.6,6.0,102,168,0.607,82,123,0.667,1.53,0.667
431,72,"Pierre Johnson, F",HART,29,11.4,4.9,8.1,143,236,0.606,143,236,0.606,1.4,0.606
432,73,"Michael Southall, C",ULL,26,13.0,5.0,8.3,130,215,0.605,130,215,0.605,1.57,0.605
433,74,"Chris Massie, F",MEM,22,16.5,6.5,10.8,143,237,0.603,143,237,0.603,1.54,0.603
434,75,"Juan Mendez, F",NIAG,29,18.4,7.1,11.9,207,344,0.602,207,341,0.607,1.55,0.602
435,76,"Ashley Champion, F",CHAT,40,15.6,5.8,9.7,233,388,0.601,203,308,0.659,1.61,0.639
436,77,"Steve Smith, F",IONA,28,12.8,5.3,8.8,147,245,0.6,147,245,0.6,1.46,0.6
437,78,"Jackie Rogers, F",UMASS,29,12.9,5.1,8.5,148,247,0.599,148,247,0.599,1.52,0.599
438,79,"Sylbrin Robinson, F",NE,27,11.4,4.6,7.6,123,206,0.597,106,172,0.616,1.5,0.638
439,80,"Cuthbert Victor, F",MURR,29,15.3,5.9,9.8,170,285,0.596,159,249,0.639,1.55,0.616
440,81,"Chevon Troutman, F",PITT,28,11.0,4.4,6.1,123,171,0.719,122,165,0.739,1.8,0.722
441,82,"Sean Finn, C",DAY,29,10.0,4.2,5.9,122,172,0.709,122,172,0.709,1.68,0.709
442,83,"Duane Lightfoot Jr., G-F",BUT,30,10.9,4.7,6.9,140,208,0.673,139,203,0.685,1.57,0.675
443,84,"Adam Mark, F",BEL,28,16.4,7.1,10.6,199,297,0.67,180,249,0.723,1.54,0.702
444,85,"Rickey White, F",MAINE,24,13.2,5.5,8.3,131,198,0.662,129,191,0.675,1.6,0.667
445,86,"Jon Bentley, F-C",EKY,28,11.9,4.8,7.4,135,206,0.655,132,190,0.695,1.62,0.663
446,87,"Spencer Nelson, F",USU,32,10.2,3.5,5.3,112,171,0.655,110,162,0.679,1.9,0.661
447,88,"Vance Lawhorn, F",LBSU,26,9.7,3.6,5.5,93,142,0.655,93,141,0.66,1.77,0.655
448,89,"Matt Nelson, C",CSU,30,16.9,6.6,10.0,197,301,0.654,197,301,0.654,1.68,0.654
449,90,"Wayne Simien, F",KU,16,14.8,5.9,9.2,95,147,0.646,95,147,0.646,1.61,0.646
450,91,"Armond Williams, F",UIC,29,13.4,5.5,8.6,160,248,0.645,160,248,0.645,1.57,0.645
451,92,"Greg Morgan, F",TNTC,32,9.1,3.7,5.7,118,183,0.645,118,183,0.645,1.6,0.645
452,93,"David Lee, F",FLA,31,10.7,4.4,6.8,135,210,0.643,135,210,0.643,1.58,0.643
453,94,"Christopher Sockwell, F",SFNY,30,10.8,4.5,7.1,135,212,0.637,135,212,0.637,1.52,0.637
454,95,"Chris Kaman, C",CMU,29,22.7,7.9,12.4,228,361,0.632,228,361,0.632,1.82,0.632
455,96,"Ontario Lett, F",PITT,30,9.9,3.9,6.2,118,187,0.631,118,187,0.631,1.58,0.631
456,97,"Josh Lewis, C",PEAY,30,12.6,4.6,7.4,139,221,0.629,139,221,0.629,1.71,0.629
457,98,"Mike Benton, C",COFC,30,9.1,3.8,6.1,115,183,0.628,115,183,0.628,1.49,0.628
458,99,"Todor Pandov, F",WKU,1,12.0,5.0,8.0,5,8,0.625,5,8,0.625,1.5,0.625
459,100,"Mike Harris, F",RICE,28,15.3,6.1,9.9,172,276,0.623,164,259,0.633,1.55,0.638
460,101,"Jason Keep, C",USD,29,18.2,6.6,10.7,191,309,0.618,190,307,0.619,1.71,0.62
461,102,"Alaivaa Nuualiitia, F",BRWN,28,12.8,4.4,7.1,123,199,0.618,120,192,0.625,1.79,0.626
462,103,"Marvin Black, F",MRSH,29,11.3,4.3,7.0,125,204,0.613,122,193,0.632,1.6,0.62
463,104,"Justin Rowe, C",MAINE,25,10.3,4.0,6.5,99,162,0.611,99,162,0.611,1.59,0.611
464,105,"Ben McGonagil, C",UNCA,30,14.2,4.6,7.5,138,226,0.611,138,226,0.611,1.88,0.611
465,106,"David Gruber, C",UNI,28,13.3,5.0,8.3,141,231,0.61,141,231,0.61,1.61,0.61
466,107,"Omar Barlett, F",JVST,31,15.2,6.0,9.9,187,307,0.609,187,306,0.611,1.54,0.609
467,108,"Ike Diogu, F-C",ASU,30,19.1,6.5,10.7,196,322,0.609,189,300,0.63,1.78,0.62
468,109,"Dylan Page, F",MILW,31,17.7,6.6,10.9,205,337,0.608,189,285,0.663,1.63,0.632
469,110,"Andre Patterson, F",UCLA,24,7.5,3.2,5.2,76,125,0.608,76,125,0.608,1.44,0.608
470,111,"Roger Powell Jr., F",ILL,28,9.2,3.6,6.0,102,168,0.607,82,123,0.667,1.53,0.667
471,112,"Pierre Johnson, F",HART,29,11.4,4.9,8.1,143,236,0.606,143,236,0.606,1.4,0.606
472,113,"Michael Southall, C",ULL,26,13.0,5.0,8.3,130,215,0.605,130,215,0.605,1.57,0.605
473,114,"Chris Massie, F",MEM,22,16.5,6.5,10.8,143,237,0.603,143,237,0.603,1.54,0.603
474,115,"Juan Mendez, F",NIAG,29,18.4,7.1,11.9,207,344,0.602,207,341,0.607,1.55,0.602
475,116,"Ashley Champion, F",CHAT,40,15.6,5.8,9.7,233,388,0.601,203,308,0.659,1.61,0.639
476,117,"Steve Smith, F",IONA,28,12.8,5.3,8.8,147,245,0.6,147,245,0.6,1.46,0.6
477,118,"Jackie Rogers, F",UMASS,29,12.9,5.1,8.5,148,247,0.599,148,247,0.599,1.52,0.599
478,119,"Sylbrin Robinson, F",NE,27,11.4,4.6,7.6,123,206,0.597,106,172,0.616,1.5,0.638
479,120,"Cuthbert Victor, F",MURR,29,15.3,5.9,9.8,170,285,0.596,159,249,0.639,1.55,0.616
480,1,"Nate Harris, F",USU,28,11.9,4.7,6.9,132,193,0.684,129,190,0.679,1.73,0.692
481,2,"Nigel Dixon, C",WKU,28,15.9,6.4,9.4,179,264,0.678,179,264,0.678,1.69,0.678
482,3,"Sean Finn, C",DAY,32,13.0,5.3,7.8,168,249,0.675,168,249,0.675,1.67,0.675
